t  x  y  th  vel  obstacle
310   -1.00000  1.00000  0  0.00000  0
466   -1.00000  1.00000  0  0.04055  0
622   -0.99392  1.00000  0  0.07578  0
778   -0.98255  1.00000  0  0.10619  0
935   -0.96662  1.00000  0  0.13225  0
1091  -0.94679  1.00000  0  0.15439  0
1247  -0.92363  1.00000  0  0.17304  0
1403  -0.89767  1.00000  0  0.18858  0
1560  -0.86938  1.00000  0  0.20137  0
1716  -0.83918  1.00000  0  0.21174  0
1872  -0.80742  1.00000  0  0.22000  0
2028  -0.77442  1.00000  0  0.22643  0
2185  -0.74045  1.00000  0  0.23127  0
2341  -0.70576  1.00000  0  0.23476  0
2497  -0.67055  1.00000  0  0.23709  2
2653  -0.63499  1.00000  0  0.23846  2
2810  -0.59922  1.00000  0  0.23903  2
2966  -0.56336  1.00000  0  0.23894  2
3122  -0.52752  1.00001  0  0.23833  2
3278  -0.49177  1.00002  0  0.23731  2
3435  -0.45618  1.00004  0  0.23597  2
3591  -0.42078  1.00006  0  0.23438  2
3747  -0.38562  1.00010  0  0.23264  2
3903  -0.35073  1.00015  0  0.23078  2
4060  -0.31611  1.00022  0  0.22886  2
4216  -0.28178  1.00030  0  0.22692  0
4372  -0.24774  1.00040  0  0.22499  0
4528  -0.21400  1.00051  0  0.22310  0
4685  -0.18053  1.00064  0  0.22126  0
4841  -0.14734  1.00079  0  0.21949  0
4997  -0.11442  1.00095  0  0.21780  0
5153  -0.08175  1.00113  0  0.21619  0
5310  -0.04932  1.00132  0  0.21466  0
5466  -0.01712  1.00152  0  0.21321  0
5622  0.01486  1.00172  0  0.21183  0
5778  0.04663  1.00192  0  0.21052  0
5935  0.07821  1.00212  0  0.20927  0
6091  0.10960  1.00230  0  0.20806  0
6247  0.14080  1.00246  0  0.20688  0
6403  0.17184  1.00258  0  0.20572  0
6560  0.20269  1.00267  0  0.20456  0
6716  0.23338  1.00269  0  0.20338  0
6872  0.26388  1.00265  0  0.20216  0
7028  0.29421  1.00251  0  0.20088  0
7185  0.32434  1.00226  -5  0.18437  3
7341  0.35188  0.99971  -11  0.16514  3
7497  0.37615  0.99477  -9  0.17009  3
7653  0.40131  0.99056  -7  0.17423  3
7810  0.42719  0.98693  -6  0.17752  3
7966  0.45363  0.98374  -6  0.17995  3
8122  0.48046  0.98085  -5  0.18152  3
8278  0.50756  0.97813  -5  0.18228  3
8435  0.53477  0.97545  -5  0.18225  3
8591  0.56197  0.97271  -6  0.18147  3
8747  0.58903  0.96978  -6  0.18001  3
8903  0.61584  0.96655  -7  0.17791  3
9060  0.64228  0.96292  -9  0.17525  0
9216  0.66824  0.95879  -10  0.17211  0
9372  0.69362  0.95406  -12  0.16856  0
9528  0.71831  0.94862  -14  0.16473  0
9685  0.74222  0.94240  -17  0.16073  0
9841  0.76526  0.93530  -20  0.15670  0
9997  0.78734  0.92723  -23  0.15281  0
10153  0.80837  0.91812  -27  0.14925  0
10310  0.82828  0.90789  -31  0.14620  0
10466  0.84701  0.89648  -35  0.14386  0
10622  0.86449  0.88382  -40  0.14242  0
10778  0.88068  0.86988  -45  0.14201  0
10935  0.89554  0.85462  -50  0.14265  0
11091  0.90912  0.83808  -55  0.14422  0
11247  0.92145  0.82031  -59  0.14658  0
11403  0.93260  0.80136  -63  0.14954  0
11560  0.94263  0.78130  -66  0.15294  0
11716  0.95160  0.76018  -70  0.15661  0
11872  0.95958  0.73809  -72  0.16043  0
12028  0.96664  0.71508  -75  0.16427  0
12185  0.97286  0.69124  -77  0.16806  0
12341  0.97831  0.66663  -79  0.17170  0
12497  0.98304  0.64131  -81  0.17517  0
12653  0.98713  0.61535  -82  0.17842  0
12810  0.99064  0.58882  -83  0.18143  0
12966  0.99362  0.56177  -78  0.17347  0
13122  0.99892  0.53629  -73  0.16793  0
13274  1.00627  0.51220  -68  0.16427  0
13430  1.01541  0.48932  -73  0.16952  0
13586  1.02262  0.46493  -77  0.17518  0
13742  1.02816  0.43925  -81  0.18082  0
13899  1.03227  0.41244  -84  0.18615  0
14055  1.03516  0.38466  -86  0.19101  0
14211  1.03702  0.35607  -88  0.19532  0
14367  1.03803  0.32679  -89  0.19905  0
14524  1.03833  0.29694  -90  0.20221  0
14680  1.03805  0.26661  -91  0.20483  0
14836  1.03732  0.23589  -92  0.20695  0
14992  1.03624  0.20487  -92  0.20863  0
15149  1.03488  0.17360  -92  0.20990  4
15305  1.03333  0.14216  -93  0.21081  4
15461  1.03165  0.11058  -93  0.21142  4
15617  1.02988  0.07891  -93  0.21176  4
15774  1.02809  0.04720  -93  0.21188  4
15930  1.02628  0.01547  -93  0.21179  4
16086  1.02450  -0.01625  -93  0.21154  4
16242  1.02277  -0.04793  -93  0.21114  4
16399  1.02109  -0.07956  -92  0.21061  4
