t  ID  type  x  y  dx  dy
48556  4  1  -0.33333  -1.26000  0.59333  -0.45333
48666  4  1  -0.33333  -1.26000  0.60000  -0.44667
48775  4  1  -0.33333  -1.26000  0.62667  -0.44667
48884  4  3  -0.33333  -1.26000  0.63333  -0.43333
49431  2  1  0.86000  0.95333  -0.04667  -0.04000
49541  2  1  0.86000  0.95333  -0.53333  -0.52000
49650  2  1  0.86000  0.95333  -0.78000  -0.73333
50088  2  1  0.86000  0.95333  -0.79333  -0.74667
50197  2  1  0.86000  0.95333  -0.88667  -0.83333
50306  2  1  0.86000  0.95333  -1.10000  -0.92000
50416  2  1  0.86000  0.95333  -1.16000  -0.94667
50525  2  3  0.86000  0.95333  -1.18667  -0.94667
50963  1  1  -0.83333  0.63333  0.68000  -0.26667
51072  1  1  -0.83333  0.63333  0.70667  -0.28667
51181  1  1  -0.83333  0.63333  0.71333  -0.30667
51509  1  1  -0.83333  0.63333  0.73333  -0.36000
51619  1  1  -0.83333  0.63333  0.74000  -0.41333
51728  1  1  -0.83333  0.63333  0.48667  -0.48667
51838  1  1  -0.83333  0.63333  0.36667  -0.50000
51947  1  3  -0.83333  0.63333  0.36000  -0.50000
52166  4  1  -0.96667  -0.39333  -0.12000  -0.04667
52275  4  1  -0.96667  -0.39333  -0.25333  -0.08667
52384  4  1  -0.96667  -0.39333  -0.34000  -0.06667
52494  4  1  -0.96667  -0.39333  -0.45333  -0.05333
52603  4  1  -0.96667  -0.39333  -0.46000  -0.04667
52713  4  3  -0.96667  -0.39333  -0.46000  -0.04000
52931  4  1  -0.44667  -0.06667  0.44667  0.02000
53041  4  1  -0.44667  -0.06667  0.93333  0.03333
53150  4  1  -0.44667  -0.06667  0.94667  0.04000
53259  4  3  -0.44667  -0.06667  0.94667  0.04000
53697  2  1  0.19333  0.82667  -0.00667  -0.00667
53806  2  1  0.19333  0.82667  -0.18667  -0.37333
53916  2  1  0.19333  0.82667  -0.23333  -0.52000
54025  2  1  0.19333  0.82667  -0.23333  -0.53333
54353  2  1  0.19333  0.82667  -0.24000  -0.54000
54463  2  1  0.19333  0.82667  -0.24000  -0.61333
54572  2  1  0.19333  0.82667  -0.24000  -0.62667
54681  2  1  0.19333  0.82667  -0.24000  -0.64000
54791  2  1  0.19333  0.82667  -0.24000  -0.65333
54900  2  1  0.19333  0.82667  -0.24000  -0.66667
55119  2  3  0.19333  0.82667  -0.24000  -0.66667
55447  4  1  -0.80667  -0.08000  0.48667  -0.07333
55556  4  1  -0.80667  -0.08000  0.54667  -0.07333
55775  4  1  -0.80667  -0.08000  0.57333  -0.08000
56322  4  3  -0.80667  -0.08000  0.58000  -0.08000
56756  3  1  0.10667  -1.15333  -0.02667  -0.08667
56865  3  1  0.10667  -1.15333  -0.04667  -0.37333
56974  3  1  0.10667  -1.15333  0.00667  -0.49333
57084  3  1  0.10667  -1.15333  0.04667  -0.52000
57193  3  1  0.10667  -1.15333  0.06667  -0.52667
57303  3  1  0.10667  -1.15333  0.06667  -0.53333
57412  3  1  0.10667  -1.15333  0.07333  -0.53333
57521  3  1  0.10667  -1.15333  0.08000  -0.53333
57849  3  3  0.10667  -1.15333  0.08000  -0.53333
58506  4  1  -0.66667  0.21333  0.00667  0.00667
58615  4  1  -0.66667  0.21333  0.28667  0.06000
58724  4  3  -0.66667  0.21333  0.34000  0.06667
58943  3  1  -0.12667  -1.04667  0.04667  -0.18667
59053  3  1  -0.12667  -1.04667  0.18000  -0.35333
59162  3  1  -0.12667  -1.04667  0.59333  -0.38667
59271  3  1  -0.12667  -1.04667  0.65333  -0.38667
60037  3  3  -0.12667  -1.04667  0.65333  -0.38667
60474  1  1  0.79333  0.43333  -0.09333  -0.06667
60584  1  1  0.79333  0.43333  -0.54000  -0.34000
60693  1  1  0.79333  0.43333  -0.70000  -0.41333
60803  1  1  0.79333  0.43333  -0.71333  -0.42000
61349  1  3  0.79333  0.43333  -0.72667  -0.42000
61787  4  1  -0.45333  0.82000  0.23333  -0.14667
61896  4  1  -0.45333  0.82000  0.45333  -0.28667
62006  4  1  -0.45333  0.82000  0.46000  -0.29333
62334  4  1  -0.45333  0.82000  0.46000  -0.33333
62443  4  1  -0.45333  0.82000  0.46000  -0.45333
62553  4  1  -0.45333  0.82000  0.44000  -0.69333
62662  4  1  -0.45333  0.82000  0.42667  -0.93333
62771  4  1  -0.45333  0.82000  0.42667  -0.97333
62881  4  1  -0.45333  0.82000  0.42667  -0.98667
62990  4  1  -0.45333  0.82000  0.42667  -1.00667
63099  4  1  -0.45333  0.82000  0.42667  -1.02000
63209  4  1  -0.45333  0.82000  0.42667  -1.02667
63318  4  3  -0.45333  0.82000  0.42667  -1.02667
63756  3  1  -1.15333  -0.46000  0.14000  0.12000
63865  3  1  -1.15333  -0.46000  0.62000  0.36667
63974  3  1  -1.15333  -0.46000  0.85333  0.45333
64084  3  1  -1.15333  -0.46000  0.88667  0.47333
64412  3  3  -1.15333  -0.46000  0.88667  0.47333
64740  2  1  0.69333  -0.86667  -0.00667  0.22667
64849  2  1  0.69333  -0.86667  -0.01333  0.42667
64959  2  1  0.69333  -0.86667  0.00000  0.52667
65068  2  1  0.69333  -0.86667  0.00667  0.53333
65287  2  1  0.69333  -0.86667  0.00667  0.54000
65396  2  1  0.69333  -0.86667  0.01333  0.55333
65615  2  3  0.69333  -0.86667  0.01333  0.55333
66490  3  1  -0.31333  -0.06000  0.23333  0.00000
66599  3  1  -0.31333  -0.06000  0.62000  0.00000
66709  3  1  -0.31333  -0.06000  0.62667  0.00000
66818  3  1  -0.31333  -0.06000  0.63333  0.00000
67256  3  1  -0.31333  -0.06000  0.64000  0.00000
67365  3  1  -0.31333  -0.06000  0.68000  0.00667
67474  3  1  -0.31333  -0.06000  0.71333  0.02667
67584  3  1  -0.31333  -0.06000  0.72667  0.04000
67693  3  1  -0.31333  -0.06000  0.73333  0.04667
67912  3  3  -0.31333  -0.06000  0.73333  0.04667
68240  2  1  -0.02000  -1.24000  -0.02000  -0.43333
68349  2  1  -0.02000  -1.24000  0.02000  -0.56667
68459  2  1  -0.02000  -1.24000  0.15333  -0.62667
68568  2  1  -0.02000  -1.24000  0.37333  -0.68000
68684  2  1  -0.02000  -1.24000  0.40667  -0.68667
68903  2  1  -0.02000  -1.24000  0.41333  -0.68667
69669  2  3  -0.02000  -1.24000  0.41333  -0.68667
70325  2  1  -0.43333  -1.16000  0.12667  -0.30000
70434  2  1  -0.43333  -1.16000  0.48000  -0.54667
70544  2  1  -0.43333  -1.16000  0.59333  -0.57333
70653  2  1  -0.43333  -1.16000  0.60000  -0.57333
71200  2  1  -0.43333  -1.16000  0.60667  -0.57333
71309  2  3  -0.43333  -1.16000  0.60667  -0.56000
72731  1  1  0.53333  -0.75333  -0.05333  0.07333
72841  1  1  0.53333  -0.75333  -0.33333  0.53333
72950  1  1  0.53333  -0.75333  -0.34667  0.70000
73059  1  1  0.53333  -0.75333  -0.34667  0.70667
73934  1  3  0.53333  -0.75333  -0.36667  0.76667
74153  3  1  -0.33333  0.66667  0.10667  -0.19333
74262  3  1  -0.33333  0.66667  0.04667  -0.75333
74372  3  1  -0.33333  0.66667  0.00000  -0.84000
74809  3  1  -0.33333  0.66667  -0.00667  -0.84000
74919  3  1  -0.33333  0.66667  -0.01333  -0.84000
75028  3  1  -0.33333  0.66667  -0.02000  -0.84000
75138  3  1  -0.33333  0.66667  -0.02667  -0.82667
75575  3  3  -0.33333  0.66667  -0.02667  -0.82667
75794  2  1  -0.85333  -0.57333  0.46000  0.12667
75903  2  1  -0.85333  -0.57333  0.88667  0.15333
76013  2  1  -0.85333  -0.57333  0.92000  0.14667
76231  2  1  -0.85333  -0.57333  0.92667  0.14000
76559  2  1  -0.85333  -0.57333  0.94667  0.13333
76669  2  1  -0.85333  -0.57333  0.97333  0.10667
76888  2  1  -0.85333  -0.57333  0.98667  0.09333
76997  2  1  -0.85333  -0.57333  1.00667  0.09333
77106  2  3  -0.85333  -0.57333  1.00667  0.09333
77216  1  1  0.12667  -1.09333  0.00667  -0.02667
77325  1  1  0.12667  -1.09333  0.00667  -0.17333
77434  1  1  0.12667  -1.09333  -0.00667  -0.24667
77544  1  1  0.12667  -1.09333  -0.04000  -0.28000
77653  1  1  0.12667  -1.09333  -0.06000  -0.29333
77763  1  1  0.12667  -1.09333  -0.09333  -0.30000
77872  1  1  0.12667  -1.09333  -0.14000  -0.30000
77981  1  1  0.12667  -1.09333  -0.14667  -0.30667
78419  1  1  0.12667  -1.09333  -0.14667  -0.21333
78528  1  3  0.12667  -1.09333  -0.12000  -0.10000
78747  3  1  0.26667  1.18000  -0.00667  -0.48000
78856  3  1  0.26667  1.18000  -0.13333  -1.00000
78966  3  1  0.26667  1.18000  -0.16000  -1.12667
79075  3  1  0.26667  1.18000  -0.15333  -1.25333
79184  3  3  0.26667  1.18000  -0.20000  -1.38667
79513  1  1  -0.24667  -0.81333  0.02667  -0.12667
79622  1  1  -0.24667  -0.81333  0.33333  -0.33333
79731  1  1  -0.24667  -0.81333  0.48667  -0.47333
79841  1  1  -0.24667  -0.81333  0.54000  -0.48667
80278  1  1  -0.24667  -0.81333  0.55333  -0.49333
80388  1  1  -0.24667  -0.81333  0.56000  -0.50667
80606  1  3  -0.24667  -0.81333  0.56000  -0.48000
80934  3  1  0.68667  0.38667  -0.14667  -0.14667
81044  3  1  0.68667  0.38667  -0.55333  -0.43333
81153  3  1  0.68667  0.38667  -0.59333  -0.45333
81481  3  3  0.68667  0.38667  -0.59333  -0.45333
82247  1  1  -0.77333  -0.40667  -0.02000  -0.18000
82356  1  1  -0.77333  -0.40667  -0.13333  -0.53333
82466  1  1  -0.77333  -0.40667  -0.10000  -0.58000
82575  1  1  -0.77333  -0.40667  -0.09333  -0.61333
82684  1  1  -0.77333  -0.40667  -0.08000  -0.62667
82794  1  1  -0.77333  -0.40667  -0.07333  -0.64000
82903  1  1  -0.77333  -0.40667  -0.07333  -0.61333
83013  1  3  -0.77333  -0.40667  -0.07333  -0.50000
83231  2  1  -0.45333  0.86000  0.00667  0.00667
83341  2  1  -0.45333  0.86000  0.23333  -0.48000
83450  2  1  -0.45333  0.86000  0.26667  -0.72000
83559  2  1  -0.45333  0.86000  0.26000  -0.78000
83669  2  1  -0.45333  0.86000  0.25333  -0.80000
83778  2  1  -0.45333  0.86000  0.24667  -0.80667
83888  2  1  -0.45333  0.86000  0.24000  -0.82667
83997  2  1  -0.45333  0.86000  0.23333  -0.89333
84106  2  1  -0.45333  0.86000  0.25333  -0.99333
84216  2  3  -0.45333  0.86000  0.28000  -1.03333
84763  4  1  0.43333  -0.90000  0.00000  0.36000
84872  4  1  0.43333  -0.90000  -0.03333  0.74000
84981  4  1  0.43333  -0.90000  -0.03333  0.75333
85528  4  1  0.43333  -0.90000  -0.03333  0.80000
85638  4  1  0.43333  -0.90000  -0.03333  0.80667
85856  4  3  0.43333  -0.90000  -0.03333  0.80667
86294  1  1  -0.87333  -0.36000  0.54000  0.06667
86403  1  1  -0.87333  -0.36000  0.72000  0.08000
86513  1  1  -0.87333  -0.36000  0.84000  0.08000
86622  1  1  -0.87333  -0.36000  0.90000  0.08000
86731  1  1  -0.87333  -0.36000  1.00000  0.05333
86841  1  3  -0.87333  -0.36000  1.07333  0.02000
87059  4  1  0.29333  -0.80000  0.00000  0.00667
87169  4  1  0.29333  -0.80000  0.08000  0.40667
87278  4  1  0.29333  -0.80000  0.10000  0.46000
87388  4  3  0.29333  -0.80000  0.15333  0.53333
87606  2  1  0.00000  0.68667  0.00000  -0.08000
87716  2  1  0.00000  0.68667  -0.05333  -0.66000
87825  2  3  0.00000  0.68667  -0.10000  -0.74667
88044  1  1  -0.76000  -0.26667  0.04667  0.00000
88153  1  1  -0.76000  -0.26667  1.10000  0.02000
