t  x  y  th  vel  obstacle
38    1.00000  1.00000  0  0.00000  0
190   1.00000  1.00000  -89  0.04055  0
341   1.00000  0.99392  -89  0.07578  0
491   1.00000  0.98255  -89  0.10619  0
641   1.00000  0.96662  -89  0.13225  0
793   1.00000  0.94679  -89  0.15439  0
943   1.00000  0.92363  -89  0.17304  0
1095  1.00000  0.89767  -89  0.18858  0
1246  1.00000  0.86938  -89  0.20137  0
1396  1.00000  0.83918  -89  0.21174  0
1546  1.00000  0.80742  -89  0.22000  0
1697  1.00000  0.77442  -89  0.22643  0
1848  1.00000  0.74045  -89  0.23127  0
1999  1.00000  0.70576  -89  0.23476  0
2149  1.00000  0.67055  -89  0.23709  0
2300  1.00000  0.63499  -89  0.23846  0
2451  1.00000  0.59922  -89  0.23903  0
2602  1.00000  0.56336  -89  0.23894  0
2753  1.00001  0.52752  -89  0.23833  0
2904  1.00002  0.49177  -89  0.23731  0
3058  1.00004  0.45618  -89  0.23597  0
3209  1.00006  0.42078  -89  0.23438  0
3359  1.00010  0.38562  -89  0.23264  0
3509  1.00015  0.35073  -89  0.23078  0
3659  1.00022  0.31611  -89  0.22886  0
3811  1.00030  0.28178  -89  0.22692  0
3961  1.00040  0.24774  -89  0.22499  0
4113  1.00051  0.21400  -89  0.22310  0
4262  1.00064  0.18053  -89  0.22126  0
4412  1.00079  0.14734  -89  0.21949  0
4564  1.00095  0.11442  -89  0.21780  0
4715  1.00113  0.08175  -89  0.21619  0
4866  1.00132  0.04932  -89  0.21466  0
5017  1.00152  0.01712  -89  0.21321  0
5167  1.00172  -0.01486  -89  0.21183  0
5318  1.00192  -0.04663  -89  0.21052  0
5468  1.00212  -0.07821  -89  0.20927  0
5619  1.00230  -0.10960  -89  0.20806  0
5770  1.00246  -0.14080  -89  0.20688  0
5949  1.00258  -0.17184  -89  0.20572  0
6070  1.00267  -0.20269  -89  0.20456  0
6221  1.00269  -0.23338  -90  0.20338  0
6372  1.00265  -0.26388  -90  0.20216  0
6524  1.00251  -0.29421  -90  0.20088  0
6673  1.00226  -0.32434  -90  0.19953  0
6824  1.00188  -0.35427  -91  0.19808  0
6976  1.00134  -0.38397  -91  0.19651  0
7127  1.00062  -0.41344  -91  0.19480  0
7278  0.99968  -0.44264  -92  0.19293  0
7430  0.99850  -0.47156  -92  0.19088  0
7581  0.99702  -0.50015  -93  0.18864  0
7732  0.99522  -0.52839  -94  0.19287  0
7883  0.99270  -0.55721  -100  0.18116  0
8036  0.98768  -0.58392  -108  0.16889  0
8187  0.97985  -0.60801  -115  0.16045  0
8337  0.96942  -0.62970  -123  0.15550  0
8487  0.95664  -0.64921  -130  0.15346  0
8638  0.94175  -0.66676  -136  0.15362  0
8788  0.92498  -0.68257  -141  0.15268  0
8939  0.90706  -0.69683  -145  0.15247  0
9089  0.88819  -0.70975  -148  0.14967  0
9240  0.86907  -0.72152  -150  0.14703  0
9391  0.84983  -0.73230  -151  0.14132  0
9542  0.83112  -0.74227  -152  0.13591  0
9692  0.81298  -0.75157  -152  0.12754  0
9842  0.79596  -0.76031  -151  0.11726  0
9993  0.78045  -0.76861  -150  0.10832  0
10144  0.76629  -0.77657  -148  0.09793  0
10294  0.75376  -0.78425  -153  0.11094  0
10445  0.73890  -0.79173  -156  0.12295  0
10596  0.72198  -0.79907  -158  0.13370  0
10747  0.70329  -0.80633  -160  0.14312  0
10899  0.68307  -0.81355  -161  0.15120  0
11051  0.66156  -0.82074  -162  0.15803  0
11202  0.63897  -0.82794  -162  0.16369  0
11353  0.61550  -0.83514  -163  0.16830  0
11505  0.59130  -0.84234  -163  0.17196  0
11655  0.56654  -0.84955  -164  0.17479  0
11805  0.54133  -0.85674  -164  0.17691  0
11955  0.51577  -0.86391  -164  0.17844  0
12107  0.48997  -0.87102  -164  0.17947  0
12259  0.46398  -0.87805  -165  0.18010  0
12410  0.43788  -0.88499  -165  0.18042  0
12561  0.41169  -0.89181  -165  0.18051  0
12713  0.38545  -0.89849  -166  0.18046  0
12864  0.35917  -0.90500  -166  0.18031  0
13015  0.33288  -0.91133  -166  0.18011  0
13165  0.30656  -0.91746  -167  0.17992  0
13315  0.28023  -0.92337  -167  0.17977  0
13466  0.25388  -0.92906  -168  0.17967  0
13617  0.22748  -0.93452  -168  0.17965  0
13767  0.20105  -0.93974  -169  0.17971  0
13917  0.17455  -0.94471  -169  0.17988  0
14068  0.14799  -0.94944  -170  0.18014  0
14219  0.12134  -0.95392  -171  0.18049  0
14369  0.09460  -0.95815  -171  0.18093  0
14521  0.06776  -0.96214  -172  0.18144  0
14672  0.04080  -0.96588  -172  0.18202  0
14823  0.01372  -0.96940  -173  0.18265  0
14975  -0.01348  -0.97268  -173  0.18332  0
15128  -0.04080  -0.97574  -174  0.18401  0
15279  -0.06826  -0.97858  -174  0.18471  0
15429  -0.09584  -0.98121  -175  0.18539  0
15581  -0.12354  -0.98362  -175  0.18604  0
15732  -0.15136  -0.98583  -175  0.18664  0
15884  -0.17929  -0.98783  -176  0.18718  0
16035  -0.20731  -0.98962  -176  0.18764  0
16188  -0.23541  -0.99121  -177  0.18799  0
16339  -0.26357  -0.99259  -177  0.18823  0
16489  -0.29178  -0.99376  -178  0.18832  0
16640  -0.32002  -0.99470  -178  0.18826  0
16792  -0.34825  -0.99540  -179  0.18803  0
16942  -0.37645  -0.99587  -179  0.18761  0
17094  -0.40459  -0.99606  179  0.18698  0
17245  -0.43263  -0.99597  179  0.18612  0
17398  -0.46055  -0.99558  178  0.18502  0
17548  -0.48829  -0.99484  176  0.19328  0
17699  -0.51724  -0.99321  175  0.19405  0
17850  -0.54626  -0.99095  169  0.17726  0
18000  -0.57244  -0.98631  163  0.16357  0
18150  -0.59596  -0.97931  156  0.15357  0
18300  -0.61715  -0.97027  150  0.14671  0
18452  -0.63632  -0.95948  144  0.14235  0
18602  -0.65380  -0.94721  139  0.13982  0
18752  -0.66984  -0.93370  135  0.13854  4
18903  -0.68471  -0.91918  132  0.13805  4
19053  -0.69863  -0.90386  129  0.13802  4
19205  -0.71181  -0.88788  127  0.13823  4
19355  -0.72439  -0.87140  125  0.13857  0
19506  -0.73651  -0.85452  124  0.13680  0
19658  -0.74826  -0.83770  124  0.13539  0
19808  -0.75972  -0.82093  125  0.12979  0
19960  -0.77093  -0.80501  126  0.12157  0
20112  -0.78189  -0.79044  128  0.11523  0
20262  -0.79261  -0.77688  130  0.10668  0
20412  -0.80307  -0.76477  126  0.11424  0
20563  -0.81328  -0.75101  123  0.12150  0
20714  -0.82325  -0.73575  120  0.12831  0
20864  -0.83296  -0.71914  117  0.13462  0
21015  -0.84243  -0.70130  115  0.14041  0
21168  -0.85162  -0.68235  114  0.14568  0
21319  -0.86055  -0.66240  112  0.15046  0
21472  -0.86918  -0.64155  111  0.15478  0
21622  -0.87753  -0.61988  109  0.15868  0
21772  -0.88556  -0.59748  108  0.16219  0
21922  -0.89328  -0.57441  107  0.16535  0
22073  -0.90068  -0.55074  106  0.16820  0
22223  -0.90776  -0.52652  105  0.17077  0
22373  -0.91450  -0.50180  104  0.17311  0
22524  -0.92090  -0.47664  103  0.17523  0
22675  -0.92698  -0.45107  102  0.17717  0
22827  -0.93273  -0.42512  101  0.17896  0
22979  -0.93815  -0.39883  100  0.18062  0
23130  -0.94326  -0.37222  100  0.18215  0
23280  -0.94807  -0.34533  99  0.18359  0
23430  -0.95257  -0.31816  98  0.18493  0
23580  -0.95679  -0.29074  98  0.18619  0
23731  -0.96073  -0.26309  97  0.18737  0
23882  -0.96442  -0.23523  96  0.18848  0
24033  -0.96785  -0.20717  96  0.18953  0
24183  -0.97105  -0.17892  95  0.19052  0
24334  -0.97403  -0.15050  95  0.19144  0
24485  -0.97679  -0.12191  95  0.19230  0
24636  -0.97936  -0.09318  94  0.19310  0
24787  -0.98173  -0.06432  94  0.19384  0
24937  -0.98393  -0.03532  93  0.19451  0
25088  -0.98597  -0.00622  93  0.19512  0
25238  -0.98784  0.02299  93  0.19565  0
25389  -0.98956  0.05229  93  0.19611  0
25539  -0.99113  0.08166  92  0.19648  0
25691  -0.99256  0.11110  92  0.19677  0
25841  -0.99385  0.14058  92  0.19696  0
25992  -0.99500  0.17011  91  0.19704  0
26143  -0.99601  0.19965  91  0.19702  0
26295  -0.99687  0.22919  91  0.19687  0
26445  -0.99758  0.25871  91  0.19658  0
26596  -0.99812  0.28819  90  0.19615  0
26746  -0.99849  0.31761  90  0.19556  0
26896  -0.99868  0.34694  89  0.19480  0
27046  -0.99865  0.37616  89  0.19385  0
27196  -0.99840  0.40524  89  0.19269  0
27348  -0.99790  0.43414  88  0.19132  0
27499  -0.99712  0.46283  87  0.18972  0
27650  -0.99603  0.49126  87  0.18788  0
27802  -0.99459  0.51941  86  0.18579  0
27953  -0.99276  0.54722  82  0.18359  0
28104  -0.98908  0.57451  76  0.17706  0
28255  -0.98305  0.60038  71  0.17242  0
