t  x  y  th  vel  obstacle
33    1.00000  -1.00000  0  0.00000  0
184   1.00000  -1.00000  -179  0.04055  0
334   0.99392  -1.00000  -179  0.07578  0
485   0.98255  -1.00000  -179  0.10619  0
636   0.96662  -1.00000  -179  0.13225  0
787   0.94679  -1.00000  -179  0.15439  0
938   0.92363  -1.00000  -179  0.17304  0
1090  0.89767  -1.00000  -179  0.18858  0
1241  0.86938  -1.00000  -179  0.20137  0
1392  0.83918  -1.00000  -179  0.21174  0
1543  0.80742  -1.00000  -179  0.22000  0
1693  0.77442  -1.00000  -179  0.22643  0
1844  0.74045  -1.00000  -179  0.23127  0
1995  0.70576  -1.00000  -179  0.23476  0
2146  0.67055  -1.00000  -179  0.23709  0
2296  0.63499  -1.00000  -179  0.23846  0
2447  0.59922  -1.00000  -179  0.23903  0
2598  0.56336  -1.00000  -179  0.23894  0
2748  0.52752  -1.00001  -179  0.23833  0
2898  0.49177  -1.00002  -179  0.23731  0
3048  0.45618  -1.00004  -179  0.23597  0
3198  0.42078  -1.00006  -179  0.23438  0
3349  0.38562  -1.00010  -175  0.21612  0
3499  0.35329  -1.00249  -171  0.20039  0
3651  0.32359  -1.00708  -166  0.18674  0
3801  0.29637  -1.01369  -161  0.17575  4
3952  0.27136  -1.02202  -156  0.16640  4
4105  0.24839  -1.03179  -152  0.15994  0
4255  0.22707  -1.04279  -149  0.15520  0
4405  0.20711  -1.05477  -146  0.15179  0
4556  0.18823  -1.06750  -157  0.16152  0
4707  0.16591  -1.07693  -165  0.17384  0
4858  0.14069  -1.08356  -171  0.18651  0
5010  0.11304  -1.08780  -175  0.19832  0
5161  0.08338  -1.09006  -178  0.20870  0
5313  0.05208  -1.09066  178  0.21744  0
5463  0.01947  -1.08991  176  0.22452  0
5615  -0.01416  -1.08806  175  0.23002  0
5765  -0.04855  -1.08534  174  0.23406  0
5916  -0.08350  -1.08194  173  0.23680  0
6067  -0.11880  -1.07802  173  0.23840  0
6217  -0.15430  -1.07371  172  0.23899  0
6367  -0.18985  -1.06913  172  0.23871  0
6518  -0.22534  -1.06435  172  0.23769  0
6669  -0.26065  -1.05944  171  0.23603  0
6821  -0.29570  -1.05445  171  0.23382  0
6972  -0.33041  -1.04942  171  0.23115  0
7124  -0.36471  -1.04435  171  0.22808  0
7275  -0.39855  -1.03926  171  0.22466  0
7426  -0.43185  -1.03413  170  0.22094  0
7576  -0.46458  -1.02894  170  0.21694  0
7727  -0.49669  -1.02366  170  0.21270  0
7877  -0.52814  -1.01825  169  0.20824  0
8029  -0.55887  -1.01267  169  0.20358  0
8179  -0.58885  -1.00687  168  0.19873  0
8329  -0.61803  -1.00077  167  0.19374  0
8481  -0.64637  -0.99432  165  0.18861  0
8632  -0.67381  -0.98745  164  0.18340  0
8783  -0.70031  -0.98007  162  0.17815  0
8934  -0.72583  -0.97212  160  0.17293  0
9085  -0.75030  -0.96352  158  0.16782  0
9236  -0.77367  -0.95417  155  0.16294  0
9386  -0.79590  -0.94402  152  0.15840  0
9537  -0.81694  -0.93297  148  0.15436  0
9687  -0.83673  -0.92095  144  0.15098  0
9838  -0.85523  -0.90789  140  0.14840  0
9989  -0.87241  -0.89374  135  0.14678  0
10140  -0.88825  -0.87844  131  0.14622  0
10291  -0.90271  -0.86196  126  0.14669  0
10443  -0.91586  -0.84432  122  0.14806  0
10594  -0.92776  -0.82556  118  0.15019  0
10745  -0.93846  -0.80573  114  0.15290  0
10896  -0.94803  -0.78489  111  0.15603  0
11048  -0.95656  -0.76310  108  0.15942  0
11199  -0.96411  -0.74041  105  0.16295  0
11350  -0.97076  -0.71689  103  0.16652  0
11501  -0.97659  -0.69260  101  0.17003  0
11653  -0.98165  -0.66760  99  0.18176  0
11803  -0.98633  -0.64074  104  0.17444  0
11954  -0.99281  -0.61539  109  0.16727  0
12105  -1.00125  -0.59177  115  0.16169  0
12255  -1.01157  -0.56982  120  0.15816  0
12407  -1.02351  -0.54932  124  0.15610  0
12558  -1.03682  -0.53006  115  0.15947  0
12708  -1.04711  -0.50846  108  0.16554  0
12858  -1.05481  -0.48485  102  0.17285  0
13008  -1.06028  -0.45951  97  0.18041  0
13158  -1.06387  -0.43269  94  0.18763  0
13309  -1.06589  -0.40461  91  0.19420  0
13461  -1.06660  -0.37549  89  0.19994  0
13612  -1.06625  -0.34550  87  0.20483  0
13767  -1.06504  -0.31480  86  0.20886  0
13918  -1.06316  -0.28353  85  0.21210  0
14069  -1.06076  -0.25181  85  0.21461  0
14218  -1.05798  -0.21974  84  0.21648  0
14368  -1.05494  -0.18741  84  0.21778  0
14520  -1.05173  -0.15490  84  0.21860  0
14671  -1.04844  -0.12227  84  0.21900  0
14821  -1.04512  -0.08959  84  0.21905  0
14972  -1.04185  -0.05690  84  0.21882  0
15123  -1.03865  -0.02423  84  0.21834  0
15275  -1.03555  0.00837  84  0.21767  0
15425  -1.03259  0.04089  85  0.21684  0
15575  -1.02978  0.07329  85  0.21588  0
15726  -1.02711  0.10556  85  0.21480  0
15877  -1.02459  0.13769  85  0.21362  0
16028  -1.02222  0.16964  85  0.21236  0
16179  -1.01999  0.20142  86  0.21101  0
16330  -1.01787  0.23300  86  0.20959  0
16481  -1.01585  0.26437  86  0.20807  0
16633  -1.01391  0.29552  86  0.20646  0
16783  -1.01202  0.32643  86  0.20475  0
16934  -1.01014  0.35709  86  0.20291  0
17086  -1.00825  0.38746  86  0.20095  0
17237  -1.00630  0.41754  86  0.19885  0
17387  -1.00425  0.44730  85  0.19658  0
17538  -1.00206  0.47671  85  0.19413  0
17688  -0.99968  0.50573  84  0.19150  0
17839  -0.99706  0.53433  84  0.18867  0
17989  -0.99415  0.56248  83  0.18562  0
18139  -0.99088  0.59014  82  0.18237  0
18292  -0.98721  0.61724  81  0.17892  0
18443  -0.98306  0.64376  79  0.17527  0
18594  -0.97837  0.66963  78  0.17145  0
18746  -0.97307  0.69479  76  0.16750  0
18897  -0.96709  0.71919  74  0.16348  0
19049  -0.96036  0.74278  71  0.15946  0
19200  -0.95281  0.76547  68  0.15552  0
19351  -0.94437  0.78722  65  0.15180  0
19503  -0.93496  0.80795  62  0.14842  0
19654  -0.92452  0.82762  58  0.14553  0
19806  -0.91299  0.84615  53  0.14330  0
19958  -0.90031  0.86351  49  0.14188  0
20109  -0.88643  0.87964  44  0.14140  0
20261  -0.87131  0.89451  39  0.14192  0
20411  -0.85493  0.90811  35  0.14339  0
20562  -0.83733  0.92048  30  0.14566  0
20713  -0.81857  0.93167  26  0.14855  0
20864  -0.79869  0.94174  23  0.15189  0
21015  -0.77777  0.95076  20  0.15554  0
21165  -0.75586  0.95880  17  0.15935  0
21315  -0.73305  0.96592  14  0.16320  0
21466  -0.70939  0.97219  12  0.16700  0
21617  -0.68495  0.97769  10  0.17069  0
21768  -0.65979  0.98248  9  0.17420  0
21918  -0.63399  0.98662  7  0.17750  0
22069  -0.60761  0.99018  6  0.18056  0
22220  -0.58069  0.99321  5  0.18338  0
22371  -0.55331  0.99577  4  0.18595  0
22523  -0.52549  0.99791  3  0.18828  0
22675  -0.49731  0.99968  2  0.19038  0
22826  -0.46879  1.00113  2  0.19225  0
22976  -0.43997  1.00229  1  0.19392  0
23129  -0.41090  1.00321  1  0.19540  0
23280  -0.38160  1.00393  1  0.19669  0
23430  -0.35210  1.00447  0  0.19783  0
23582  -0.32243  1.00487  0  0.19882  0
23732  -0.29261  1.00514  0  0.19968  2
23884  -0.26266  1.00532  0  0.20041  2
24034  -0.23259  1.00543  0  0.20104  2
24184  -0.20244  1.00547  0  0.20156  0
24334  -0.17220  1.00548  0  0.20200  0
24485  -0.14190  1.00545  0  0.20236  0
24637  -0.11155  1.00540  0  0.20264  0
24788  -0.08115  1.00535  0  0.20286  0
24940  -0.05073  1.00529  0  0.20301  0
25091  -0.02027  1.00522  0  0.20309  0
25241  0.01019  1.00516  0  0.20311  0
25392  0.04066  1.00510  0  0.20307  0
25543  0.07112  1.00504  0  0.20296  0
25694  0.10156  1.00498  0  0.20278  0
25844  0.13197  1.00490  0  0.20252  0
25995  0.16235  1.00481  0  0.20218  0
26145  0.19268  1.00469  0  0.20175  0
26296  0.22294  1.00453  0  0.20121  0
26447  0.25312  1.00432  0  0.20057  0
26597  0.28321  1.00404  0  0.19980  0
26748  0.31317  1.00367  0  0.19889  0
26898  0.34300  1.00319  -1  0.19784  0
27049  0.37267  1.00258  -1  0.19661  0
27199  0.40215  1.00180  -1  0.19521  0
27350  0.43142  1.00083  -2  0.19360  0
27501  0.46044  0.99964  -2  0.19179  0
27653  0.48917  0.99818  -3  0.18975  0
27803  0.51758  0.99642  -4  0.18748  0
27954  0.54562  0.99432  -5  0.18497  0
28105  0.57325  0.99182  -6  0.18220  0
28256  0.60042  0.98888  -7  0.17920  0
28407  0.62708  0.98544  -8  0.17596  0
28558  0.65317  0.98144  -10  0.17250  0
28709  0.67863  0.97683  -12  0.16886  0
28861  0.70340  0.97153  -14  0.16508  0
29012  0.72741  0.96549  -16  0.16122  0
29163  0.75060  0.95864  -19  0.15737  0
29315  0.77291  0.95090  -22  0.15363  0
29467  0.79425  0.94222  -25  0.15013  0
29619  0.81458  0.93252  -29  0.14701  0
29769  0.83381  0.92174  -33  0.14444  0
29920  0.85190  0.90981  -37  0.14258  0
30076  0.86879  0.89669  -42  0.14159  0
30226  0.88444  0.88233  -47  0.14157  0
30376  0.89881  0.86670  -52  0.14253  0
30527  0.91194  0.84983  -56  0.14435  0
30677  0.92387  0.83176  -60  0.14689  0
30828  0.93466  0.81254  -64  0.14997  0
30979  0.94436  0.79225  -67  0.15343  0
31129  0.95304  0.77093  -70  0.15714  0
31280  0.96077  0.74867  -73  0.16095  0
31431  0.96761  0.72551  -75  0.16477  0
31582  0.97363  0.70154  -77  0.16852  0
31733  0.97891  0.67682  -79  0.17212  0
31883  0.98349  0.65141  -81  0.17554  0
32035  0.98746  0.62538  -82  0.17873  0
32185  0.99086  0.59879  -83  0.18170  0
32335  0.99375  0.57169  -84  0.18441  0
32486  0.99619  0.54413  -85  0.18688  0
32636  0.99823  0.51618  -86  0.18911  0
32787  0.99992  0.48786  -87  0.19111  0
32937  1.00129  0.45923  -87  0.19290  0
33087  1.00239  0.43031  -88  0.19449  0
33237  1.00327  0.40115  -88  0.19589  0
33389  1.00394  0.37178  -89  0.19712  0
33540  1.00445  0.34221  -89  0.19820  0
33691  1.00482  0.31249  -89  0.19914  2
33842  1.00508  0.28262  -89  0.19994  2
33994  1.00525  0.25263  -89  0.20063  2
34144  1.00534  0.22253  -89  0.20122  0
34296  1.00539  0.19235  -89  0.20171  0
34447  1.00539  0.16209  -90  0.20212  0
34597  1.00537  0.13177  -90  0.20245  0
34748  1.00532  0.10141  -90  0.20271  0
34899  1.00527  0.07100  -90  0.20289  0
35050  1.00522  0.04057  -90  0.20302  0
35201  1.00516  0.01011  -90  0.20308  0
35352  1.00510  -0.02035  -90  0.20307  0
35504  1.00504  -0.05081  -90  0.20301  0
35654  1.00498  -0.08126  -90  0.20287  0
35804  1.00491  -0.11169  -90  0.20266  0
35955  1.00483  -0.14209  -90  0.20237  0
36106  1.00473  -0.17244  -90  0.20200  0
36256  1.00460  -0.20274  -90  0.20153  0
36407  1.00442  -0.23297  -90  0.20096  0
36558  1.00418  -0.26312  -90  0.20027  0
36708  1.00387  -0.29315  -90  0.19945  0
36860  1.00346  -0.32307  -91  0.19850  0
37011  1.00293  -0.35284  -91  0.19738  0
37160  1.00225  -0.38244  -91  0.19609  0
37312  1.00141  -0.41184  -92  0.19462  0
37463  1.00036  -0.44102  -92  0.19295  0
37613  0.99907  -0.46993  -93  0.19106  0
37764  0.99751  -0.49855  -93  0.18895  0
37915  0.99562  -0.52683  -94  0.18659  0
38066  0.99338  -0.55472  -95  0.18400  0
38217  0.99073  -0.58220  -96  0.18116  0
38369  0.98761  -0.60919  -97  0.17807  0
38522  0.98398  -0.63565  -99  0.17476  0
38674  0.97977  -0.66153  -100  0.17125  0
38825  0.97493  -0.68676  -102  0.16757  0
38975  0.96939  -0.71127  -104  0.16376  0
39125  0.96308  -0.73501  -107  0.15991  0
39277  0.95593  -0.75791  -110  0.15610  0
39427  0.94789  -0.77990  -113  0.15244  0
39578  0.93888  -0.80091  -116  0.14906  0
39730  0.92883  -0.82089  -120  0.14612  0
39881  0.91768  -0.83976  -124  0.14377  0
40032  0.90539  -0.85748  -129  0.14218  0
40183  0.89189  -0.87399  -134  0.14147  0
40333  0.87714  -0.88925  -138  0.14176  0
40484  0.86113  -0.90324  -143  0.14300  0
40635  0.84388  -0.91600  -147  0.14507  0
40785  0.82545  -0.92756  -151  0.14780  0
40936  0.80589  -0.93800  -155  0.15103  0
41087  0.78527  -0.94738  -158  0.15460  0
41237  0.76364  -0.95575  -161  0.15836  0
41387  0.74108  -0.96318  -164  0.16219  0
41539  0.71766  -0.96975  -166  0.16600  0
41689  0.69343  -0.97552  -168  0.16972  0
41840  0.66848  -0.98057  -170  0.17327  0
41991  0.64286  -0.98494  -171  0.17662  0
42142  0.61664  -0.98871  -173  0.17975  0
42323  0.58987  -0.99194  -174  0.18263  0
42446  0.56261  -0.99467  -175  0.18527  0
42597  0.53492  -0.99698  -172  0.18180  0
42747  0.50787  -1.00047  -168  0.17252  0
42897  0.48253  -1.00572  -163  0.16362  0
43047  0.45900  -1.01269  -158  0.15651  0
43197  0.43715  -1.02129  -153  0.15139  0
43348  0.41676  -1.03128  -149  0.14768  0
43498  0.39767  -1.04251  -145  0.14524  0
43648  0.37966  -1.05477  -142  0.14371  0
43799  0.36253  -1.06786  -139  0.14276  0
43950  0.34617  -1.08168  -137  0.14223  0
44101  0.33043  -1.09607  -135  0.14124  0
44253  0.31525  -1.11085  -151  0.14774  0
44403  0.29571  -1.12132  -163  0.16140  0
44554  0.27248  -1.12812  -171  0.17735  0
44705  0.24614  -1.13187  -177  0.19295  0
44857  0.21722  -1.13308  178  0.20696  0
45008  0.18619  -1.13221  175  0.21891  0
45159  0.15345  -1.12967  173  0.22870  0
45309  0.11937  -1.12581  172  0.23641  0
45460  0.08424  -1.12093  171  0.24221  0
45610  0.04835  -1.11530  170  0.24631  0
45761  0.01193  -1.10912  169  0.24892  0
45911  -0.02484  -1.10258  169  0.25025  0
46061  -0.06176  -1.09584  169  0.25050  0
46212  -0.09871  -1.08902  169  0.24984  0
46362  -0.13556  -1.08220  169  0.24842  0
46512  -0.17221  -1.07547  169  0.24637  0
46663  -0.20858  -1.06888  169  0.24382  0
46813  -0.24458  -1.06246  170  0.24085  0
46964  -0.28017  -1.05624  170  0.23754  0
47114  -0.31528  -1.05020  170  0.23396  0
47265  -0.34989  -1.04436  170  0.23015  0
47416  -0.38394  -1.03868  170  0.22615  0
47567  -0.41741  -1.03314  170  0.22197  0
47717  -0.45025  -1.02769  170  0.21765  0
47868  -0.48245  -1.02230  170  0.21319  0
48020  -0.51398  -1.01691  169  0.20859  0
48171  -0.54479  -1.01146  169  0.20387  0
48323  -0.57485  -1.00589  168  0.19902  0
48474  -0.60414  -1.00012  168  0.19405  0
48624  -0.63262  -0.99409  166  0.18899  0
48774  -0.66024  -0.98771  165  0.18385  0
48926  -0.68696  -0.98090  164  0.17867  0
49078  -0.71275  -0.97358  162  0.17350  0
49229  -0.73754  -0.96568  160  0.16840  0
49381  -0.76130  -0.95709  157  0.16346  0
49533  -0.78397  -0.94775  154  0.15880  0
49683  -0.80550  -0.93756  151  0.15454  0
49833  -0.82584  -0.92645  147  0.15084  0
49983  -0.84496  -0.91434  143  0.14784  0
50135  -0.86280  -0.90117  139  0.14571  0
50285  -0.87934  -0.88688  134  0.14457  0
50436  -0.89455  -0.87143  129  0.14449  0
50587  -0.90842  -0.85477  125  0.14543  0
50738  -0.92100  -0.83695  120  0.14723  0
50890  -0.93236  -0.81801  117  0.14973  0
51041  -0.94256  -0.79801  113  0.15274  0
51192  -0.95167  -0.77698  110  0.15612  0
51343  -0.95977  -0.75501  107  0.15970  0
51495  -0.96693  -0.73215  104  0.16337  0
51645  -0.97321  -0.70846  102  0.16704  0
51796  -0.97871  -0.68402  100  0.17061  0
51947  -0.98348  -0.65888  99  0.17403  0
52098  -0.98759  -0.63310  97  0.17727  0
52248  -0.99111  -0.60674  96  0.18029  0
52398  -0.99410  -0.57986  95  0.18308  0
52550  -0.99661  -0.55252  99  0.17428  0
52701  -1.00108  -0.52676  105  0.16517  0
52851  -1.00777  -0.50290  111  0.15822  0
53002  -1.01654  -0.48085  117  0.15365  0
53154  -1.02710  -0.46036  122  0.15097  0
53305  -1.03921  -0.44123  126  0.14970  0
53457  -1.05261  -0.42321  115  0.15505  0
53608  -1.06277  -0.40229  107  0.16371  0
53759  -1.07014  -0.37887  101  0.17360  0
53909  -1.07515  -0.35331  96  0.18347  0
54061  -1.07817  -0.32596  92  0.19261  0
54212  -1.07954  -0.29710  90  0.20069  0
54363  -1.07955  -0.26700  87  0.20758  0
54514  -1.07846  -0.23588  86  0.21328  0
54665  -1.07650  -0.20395  85  0.21784  0
54817  -1.07387  -0.17138  84  0.22136  0
54968  -1.07073  -0.13833  84  0.22394  0
55119  -1.06722  -0.10492  83  0.22571  0
55270  -1.06347  -0.07127  83  0.22678  0
55421  -1.05958  -0.03747  83  0.22724  0
55572  -1.05562  -0.00362  83  0.22719  0
55722  -1.05167  0.03023  83  0.22671  0
55875  -1.04778  0.06401  83  0.22588  0
56025  -1.04398  0.09768  83  0.22476  0
56176  -1.04030  0.13119  83  0.22339  0
56327  -1.03676  0.16451  84  0.22182  0
56478  -1.03336  0.19761  84  0.22007  0
56629  -1.03010  0.23046  84  0.21818  0
56779  -1.02697  0.26304  84  0.21615  0
56931  -1.02396  0.29532  84  0.21400  0
57083  -1.02105  0.32729  84  0.21173  0
57237  -1.01820  0.35892  84  0.20933  0
57387  -1.01538  0.39019  84  0.20680  0
57538  -1.01256  0.42108  84  0.20414  0
57689  -1.00969  0.45157  84  0.20133  0
57840  -1.00673  0.48162  84  0.19835  0
57991  -1.00362  0.51122  83  0.19521  0
58142  -1.00032  0.54031  82  0.19189  0
58293  -0.99677  0.56887  82  0.18838  0
58444  -0.99289  0.59686  81  0.18469  0
58595  -0.98864  0.62424  80  0.18082  0
58745  -0.98393  0.65095  78  0.17679  0
58897  -0.97871  0.67695  77  0.17262  0
59048  -0.97289  0.70218  75  0.16835  0
59200  -0.96641  0.72659  72  0.16405  0
59351  -0.95918  0.75011  70  0.15979  0
59501  -0.95113  0.77269  67  0.15568  0
59652  -0.94219  0.79426  64  0.15184  0
59803  -0.93228  0.81477  60  0.14841  0
59953  -0.92133  0.83415  56  0.14556  0
