t  x  y  th  vel  obstacle
58    -1.00000  -1.00000  0  0.00000  0
209   -1.00000  -1.00000  89  0.04055  0
360   -1.00000  -0.99392  89  0.07578  0
510   -1.00000  -0.98255  89  0.10619  0
660   -1.00000  -0.96662  89  0.13225  0
811   -1.00000  -0.94679  89  0.15439  0
961   -1.00000  -0.92363  89  0.17304  0
1113  -1.00000  -0.89767  89  0.18858  0
1263  -1.00000  -0.86938  89  0.20137  0
1414  -1.00000  -0.83918  89  0.21174  0
1565  -1.00000  -0.80742  89  0.22000  0
1715  -1.00000  -0.77442  89  0.22643  0
1866  -1.00000  -0.74045  89  0.23127  0
2016  -1.00000  -0.70576  89  0.23476  0
2167  -1.00000  -0.67055  89  0.23709  0
2317  -1.00000  -0.63499  90  0.23846  0
2468  -1.00000  -0.59922  90  0.23903  0
2619  -1.00000  -0.56336  90  0.23894  0
2769  -1.00001  -0.52752  90  0.23833  0
2919  -1.00002  -0.49177  90  0.23731  0
3069  -1.00004  -0.45618  90  0.23597  0
3220  -1.00006  -0.42078  90  0.23438  0
3371  -1.00010  -0.38562  90  0.23264  0
3521  -1.00015  -0.35073  90  0.23078  0
3673  -1.00022  -0.31611  90  0.22886  0
3823  -1.00030  -0.28178  90  0.22692  0
3973  -1.00040  -0.24774  90  0.22499  0
4124  -1.00051  -0.21400  90  0.22310  0
4275  -1.00064  -0.18053  90  0.22126  0
4425  -1.00079  -0.14734  90  0.21949  0
4576  -1.00095  -0.11442  90  0.21780  0
4726  -1.00113  -0.08175  90  0.21619  0
4877  -1.00132  -0.04932  90  0.21466  0
5034  -1.00152  -0.01712  90  0.21321  0
5184  -1.00172  0.01486  90  0.21183  0
5335  -1.00192  0.04663  90  0.21052  0
5485  -1.00212  0.07821  90  0.20927  0
5636  -1.00230  0.10960  90  0.20806  0
5786  -1.00246  0.14080  90  0.20688  0
5936  -1.00258  0.17184  90  0.20572  0
6086  -1.00267  0.20269  90  0.20456  0
6237  -1.00269  0.23338  89  0.20338  0
6387  -1.00265  0.26388  89  0.20216  0
6538  -1.00251  0.29421  89  0.20088  0
6688  -1.00226  0.32434  89  0.19953  0
6839  -1.00188  0.35427  88  0.19808  0
6989  -1.00134  0.38397  88  0.19651  0
7140  -1.00062  0.41344  88  0.20438  0
7290  -0.99985  0.44409  93  0.19099  0
7441  -1.00155  0.47268  98  0.17868  0
7591  -1.00560  0.49918  103  0.16898  0
7742  -1.01169  0.52378  108  0.16153  0
7893  -1.01949  0.54672  113  0.15553  0
8043  -1.02871  0.56815  117  0.15055  0
8193  -1.03903  0.58824  120  0.14614  0
8343  -1.05013  0.60714  122  0.14188  0
8494  -1.06171  0.62500  124  0.13744  0
8644  -1.07342  0.64197  125  0.13256  0
8796  -1.08495  0.65817  108  0.12468  0
8946  -1.09086  0.67591  92  0.12598  0
9096  -1.09181  0.69478  80  0.13280  0
9247  -1.08840  0.71441  70  0.14206  0
9397  -1.08113  0.73444  62  0.15188  0
9548  -1.07046  0.75457  55  0.16126  0
9698  -1.05678  0.77452  50  0.16979  0
9848  -1.04043  0.79404  45  0.17735  0
9999  -1.02170  0.81293  40  0.18398  0
10149  -1.00084  0.83101  36  0.18979  0
10299  -0.97809  0.84812  33  0.19482  0
10450  -0.95369  0.86420  30  0.19911  0
10601  -0.92787  0.87921  27  0.20273  0
10751  -0.90084  0.89314  24  0.20575  0
10901  -0.87278  0.90599  22  0.20822  0
11052  -0.84386  0.91779  19  0.21020  0
11202  -0.81422  0.92855  17  0.21176  0
11353  -0.78400  0.93831  16  0.21294  0
11503  -0.75330  0.94714  14  0.21380  0
11654  -0.72222  0.95506  12  0.21436  0
11806  -0.69086  0.96215  11  0.21468  0
11956  -0.65928  0.96845  9  0.21478  0
12108  -0.62755  0.97402  8  0.21471  0
12258  -0.59572  0.97892  7  0.21448  0
12409  -0.56383  0.98320  6  0.21413  0
12558  -0.53193  0.98693  5  0.21369  0
