t  ID  type  x  y  dx  dy
47900  3  1  1.12000  -0.54000  -2.22667  -0.33333
48008  3  3  1.12000  -0.54000  -2.49333  -0.42000
51397  4  1  -0.92667  -0.76000  -0.00667  0.00667
51506  4  1  -0.92667  -0.76000  -0.17333  0.00667
51622  4  1  -0.92667  -0.76000  -1.22667  0.00667
51725  4  3  -0.92667  -0.76000  -1.49333  0.02000
52383  2  1  0.94667  0.56667  -0.00667  -0.03333
52496  2  1  0.94667  0.56667  -2.44000  -0.36000
52600  2  3  0.94667  0.56667  -2.82000  -0.43333
57195  1  1  0.44000  0.94667  0.00000  -0.06667
57307  1  1  0.44000  0.94667  0.00000  -2.36667
57417  1  3  0.44000  0.94667  0.04000  -2.49333
57964  3  1  -0.42000  -1.10000  -0.00667  0.00000
58068  3  1  -0.42000  -1.10000  -0.04667  -0.11333
58180  3  1  -0.42000  -1.10000  -0.10000  -2.26000
58289  3  3  -0.42000  -1.10000  -0.02000  -2.26000
61247  2  1  0.75333  -0.93333  0.00000  -0.00667
61350  2  1  0.75333  -0.93333  0.26667  -1.70000
61461  2  3  0.75333  -0.93333  0.28000  -1.83333
62772  4  1  -0.44000  1.07333  0.05333  -0.51333
62882  4  1  -0.44000  1.07333  0.90667  -3.65333
62990  4  3  -0.44000  1.07333  0.90667  -3.68000
66168  1  1  0.96000  -0.22000  0.01333  -0.02667
66274  1  1  0.96000  -0.22000  0.50000  -0.23333
66382  1  1  0.96000  -0.22000  1.03333  -0.28000
66491  1  3  0.96000  -0.22000  1.09333  -0.28000
67804  3  1  -0.90667  0.40000  -0.02000  0.02667
67918  3  1  -0.90667  0.40000  -1.45333  -0.00667
68022  3  3  -0.90667  0.40000  -2.26000  0.07333
72293  2  1  -0.93333  -0.54667  -0.32000  -0.08667
72400  2  1  -0.93333  -0.54667  -2.18000  -0.20000
72509  2  3  -0.93333  -0.54667  -1.58000  -0.20000
72943  4  1  0.94000  0.50667  -0.10667  -0.03333
73057  4  1  0.94000  0.50667  -3.40000  -0.22667
73162  4  3  0.94000  0.50667  -3.40000  -0.23333
77099  3  1  0.29333  1.00667  -0.02000  -0.08000
77210  3  3  0.29333  1.00667  -0.32000  -3.21333
77757  1  1  -0.46667  -1.10667  0.00000  0.03333
77865  1  1  -0.46667  -1.10667  0.00000  -0.02000
77976  1  1  -0.46667  -1.10667  0.20000  -2.10000
78091  1  3  -0.46667  -1.10667  0.25333  -2.22667
81693  4  1  0.70000  -0.92000  0.28000  -1.46667
81807  4  3  0.70000  -0.92000  0.49333  -2.30000
82568  2  1  -0.73333  0.99333  0.25333  -1.60667
82681  2  1  -0.73333  0.99333  0.68000  -3.51333
82789  2  3  -0.73333  0.99333  0.68667  -3.52667
86506  3  1  0.90000  -0.25333  -0.97333  -0.09333
86618  3  3  0.90000  -0.25333  -2.20667  -0.14667
87381  1  1  -1.00000  0.28667  0.58667  0.15333
87491  1  1  -1.00000  0.28667  2.19333  0.29333
87600  1  3  -1.00000  0.28667  2.28667  0.30667
91651  4  1  -0.89333  -0.71333  -0.69333  -0.02667
91757  4  1  -0.89333  -0.71333  -2.24667  0.02000
91868  4  3  -0.89333  -0.71333  -2.23333  0.04667
92417  2  1  0.99333  0.56000  -0.38000  -0.10000
92525  2  1  0.99333  0.56000  -3.42667  -0.33333
92632  2  3  0.99333  0.56000  -3.62000  -0.37333
96461  3  1  -0.19333  -0.99333  -0.00667  0.00000
96679  3  1  -0.19333  -0.99333  -0.00667  -0.46000
96792  3  1  -0.19333  -0.99333  0.16000  -1.55333
96900  3  3  -0.19333  -0.99333  0.16000  -1.56000
97556  1  1  0.61333  1.03333  -0.02667  -0.19333
97662  1  1  0.61333  1.03333  -0.15333  -3.12000
97776  1  3  0.61333  1.03333  -0.15333  -3.44000
