t  ID  type  x  y  dx  dy
14211  2  3  0.93333  0.41333  -1.57333  -0.70000
16507  3  1  -0.21333  -0.98667  -0.00667  -0.06000
16619  3  1  -0.21333  -0.98667  0.00667  -0.34000
16731  3  1  -0.21333  -0.98667  0.06000  -0.64667
16838  3  1  -0.21333  -0.98667  0.09333  -0.90667
16966  3  1  -0.21333  -0.98667  0.14000  -1.10667
17054  3  3  -0.21333  -0.98667  0.14667  -1.08000
17709  1  1  0.48667  0.96000  0.00667  0.00000
17820  1  1  0.48667  0.96000  0.36667  -0.83333
17935  1  1  0.48667  0.96000  0.49333  -1.24667
18040  1  1  0.48667  0.96000  0.52000  -1.34667
18149  1  1  0.48667  0.96000  0.54667  -1.44667
18257  1  1  0.48667  0.96000  0.56000  -1.47333
18806  1  1  0.48667  0.96000  0.56000  -1.48000
19023  1  3  0.48667  0.96000  0.56000  -1.48000
22194  2  1  0.64000  -0.99333  -0.02000  -0.12000
22309  2  1  0.64000  -0.99333  0.00667  -0.35333
22412  2  1  0.64000  -0.99333  0.06000  -0.60000
22523  2  1  0.64000  -0.99333  0.12000  -0.73333
22632  2  1  0.64000  -0.99333  0.15333  -0.82000
22745  2  1  0.64000  -0.99333  0.17333  -0.86000
22856  2  1  0.64000  -0.99333  0.18000  -0.88000
22962  2  1  0.64000  -0.99333  0.18667  -0.90667
23070  2  1  0.64000  -0.99333  0.19333  -0.93333
23178  2  1  0.64000  -0.99333  0.20000  -0.94667
23289  2  1  0.64000  -0.99333  0.20000  -0.95333
23398  2  3  0.64000  -0.99333  0.20000  -0.93333
27775  3  1  -0.96000  0.36000  0.01333  0.04000
27993  3  1  -0.96000  0.36000  -0.44000  -0.00667
28106  3  1  -0.96000  0.36000  -1.04667  -0.04000
28213  3  1  -0.96000  0.36000  -1.31333  -0.04000
28318  3  1  -0.96000  0.36000  -1.36667  -0.04000
28429  3  1  -0.96000  0.36000  -1.38000  -0.05333
29303  3  3  -0.96000  0.36000  -1.38000  -0.05333
32480  2  1  -1.00000  -0.56667  -0.00667  0.00000
32585  2  1  -1.00000  -0.56667  -0.24667  0.00000
32695  2  1  -1.00000  -0.56667  -0.51333  0.00000
32803  2  1  -1.00000  -0.56667  -0.63333  0.00000
32914  2  1  -1.00000  -0.56667  -0.74000  0.00000
33022  2  1  -1.00000  -0.56667  -0.78667  0.00000
33350  2  1  -1.00000  -0.56667  -0.81333  0.00000
33462  2  1  -1.00000  -0.56667  -0.82000  0.00000
34336  2  1  -1.00000  -0.56667  -0.82000  0.00667
34443  2  3  -1.00000  -0.56667  -0.82000  0.01333
37289  3  1  0.34667  0.96000  0.06000  -0.06667
37400  3  1  0.34667  0.96000  0.21333  -0.27333
37506  3  1  0.34667  0.96000  0.37333  -0.44000
37619  3  1  0.34667  0.96000  0.55333  -0.53333
37729  3  1  0.34667  0.96000  0.74667  -0.58000
37835  3  1  0.34667  0.96000  0.90000  -0.60667
37945  3  1  0.34667  0.96000  1.01333  -0.66000
38054  3  1  0.34667  0.96000  1.09333  -0.78000
38164  3  1  0.34667  0.96000  1.14667  -0.96667
38273  3  1  0.34667  0.96000  1.18667  -1.20000
38382  3  1  0.34667  0.96000  1.20667  -1.38667
38490  3  1  0.34667  0.96000  1.20667  -1.50000
38604  3  1  0.34667  0.96000  1.20667  -1.58667
38713  3  1  0.34667  0.96000  1.19333  -1.66000
38819  3  1  0.34667  0.96000  1.18000  -1.70000
38928  3  1  0.34667  0.96000  1.18000  -1.71333
39039  3  3  0.34667  0.96000  1.16000  -1.67333
42428  4  1  0.68667  -1.02667  0.01333  -0.12667
42538  4  1  0.68667  -1.02667  0.05333  -0.37333
42651  4  1  0.68667  -1.02667  0.08667  -0.54000
42756  4  1  0.68667  -1.02667  0.10000  -0.64000
42870  4  1  0.68667  -1.02667  0.10667  -0.68667
42976  4  1  0.68667  -1.02667  0.11333  -0.72000
43089  4  1  0.68667  -1.02667  0.11333  -0.76000
43193  4  1  0.68667  -1.02667  0.11333  -0.79333
43308  4  1  0.68667  -1.02667  0.12000  -0.80667
43413  4  1  0.68667  -1.02667  0.12667  -0.82667
43524  4  1  0.68667  -1.02667  0.12667  -0.84000
43631  4  1  0.68667  -1.02667  0.13333  -0.84667
43745  4  1  0.68667  -1.02667  0.13333  -0.85333
43855  4  1  0.68667  -1.02667  0.13333  -0.86000
44070  4  3  0.68667  -1.02667  0.10000  -0.78000
47241  1  1  -0.98000  0.34667  -0.13333  0.00000
47356  1  1  -0.98000  0.34667  -0.76667  0.00000
47462  1  1  -0.98000  0.34667  -1.14667  0.00000
47571  1  1  -0.98000  0.34667  -1.30667  0.00000
47679  1  1  -0.98000  0.34667  -1.35333  0.00000
47789  1  1  -0.98000  0.34667  -1.36000  0.00000
48776  1  3  -0.98000  0.34667  -1.36000  0.00000
52276  4  1  -0.92000  -0.60000  -0.06667  0.00667
52382  4  1  -0.92000  -0.60000  -0.38000  -0.02000
52495  4  1  -0.92000  -0.60000  -0.88000  -0.02000
52600  4  1  -0.92000  -0.60000  -1.07333  -0.02000
52715  4  1  -0.92000  -0.60000  -1.16667  -0.03333
52821  4  1  -0.92000  -0.60000  -1.20000  -0.03333
53256  4  3  -0.92000  -0.60000  -1.20667  0.00667
56319  1  1  0.16000  1.00667  0.04000  -0.08000
56428  1  1  0.16000  1.00667  0.24667  -0.38000
56538  1  1  0.16000  1.00667  0.38000  -0.57333
56650  1  1  0.16000  1.00667  0.46667  -0.74000
56756  1  1  0.16000  1.00667  0.52667  -0.92667
56865  1  1  0.16000  1.00667  0.53333  -1.08667
56977  1  1  0.16000  1.00667  0.50000  -1.27333
57086  1  3  0.16000  1.00667  0.42667  -1.35333
57526  3  1  -0.34000  -1.02667  -0.08667  -0.09333
57632  3  1  -0.34000  -1.02667  -0.10667  -0.36667
57744  3  1  -0.34000  -1.02667  -0.10667  -0.57333
57852  3  1  -0.34000  -1.02667  -0.09333  -0.64000
57964  3  1  -0.34000  -1.02667  -0.08000  -0.66000
58070  3  1  -0.34000  -1.02667  -0.07333  -0.67333
58184  3  1  -0.34000  -1.02667  -0.06667  -0.70000
58837  3  1  -0.34000  -1.02667  -0.06667  -0.71333
59491  3  1  -0.34000  -1.02667  -0.06667  -0.72000
59712  3  3  -0.34000  -1.02667  -0.06667  -0.70000
62228  4  1  -0.58000  1.01333  0.00667  -0.05333
62338  4  1  -0.58000  1.01333  0.18667  -0.47333
62446  4  1  -0.58000  1.01333  0.38000  -0.96000
62553  4  1  -0.58000  1.01333  0.49333  -1.38667
62664  4  1  -0.58000  1.01333  0.54000  -1.52667
62773  4  1  -0.58000  1.01333  0.54667  -1.58667
62882  4  3  -0.58000  1.01333  0.54667  -1.60000
63215  2  1  0.33333  -1.14000  0.12000  -0.22000
63319  2  1  0.33333  -1.14000  0.21333  -0.84000
63428  2  1  0.33333  -1.14000  0.26000  -1.06000
63540  2  1  0.33333  -1.14000  0.26000  -1.10000
63650  2  1  0.33333  -1.14000  0.27333  -1.12000
63870  2  3  0.33333  -1.14000  0.27333  -1.12000
66819  1  1  0.93333  -0.34667  -0.04000  -0.04667
66928  1  1  0.93333  -0.34667  -0.22000  -0.14000
67039  1  1  0.93333  -0.34667  -0.46000  -0.21333
67149  1  1  0.93333  -0.34667  -0.58000  -0.28000
67259  1  1  0.93333  -0.34667  -0.65333  -0.32000
67370  1  1  0.93333  -0.34667  -0.71333  -0.36000
67477  1  1  0.93333  -0.34667  -0.75333  -0.38667
67588  1  1  0.93333  -0.34667  -0.80667  -0.42000
67694  1  1  0.93333  -0.34667  -0.91333  -0.46000
67809  1  1  0.93333  -0.34667  -1.02000  -0.54000
67914  1  1  0.93333  -0.34667  -1.07333  -0.70000
68025  1  1  0.93333  -0.34667  -1.07333  -0.97333
68131  1  1  0.93333  -0.34667  -1.07333  -1.08667
68241  1  1  0.93333  -0.34667  -1.08000  -1.13333
68354  1  1  0.93333  -0.34667  -1.08000  -1.17333
68461  1  1  0.93333  -0.34667  -1.08667  -1.20000
68570  1  1  0.93333  -0.34667  -1.09333  -1.20667
68788  1  3  0.93333  -0.34667  -1.09333  -1.21333
72396  4  1  1.00000  0.62000  -0.12667  -0.08000
72506  4  1  1.00000  0.62000  -0.90000  -0.28000
72619  4  1  1.00000  0.62000  -1.28000  -0.59333
72728  4  1  1.00000  0.62000  -1.40000  -0.70667
72838  4  3  1.00000  0.62000  -1.42000  -0.72667
73059  2  1  -0.95333  -0.49333  -0.01333  -0.04000
73164  2  1  -0.95333  -0.49333  -0.06667  -0.08667
73276  2  1  -0.95333  -0.49333  -0.86000  -0.09333
73381  2  1  -0.95333  -0.49333  -1.04667  -0.09333
73491  2  1  -0.95333  -0.49333  -1.07333  -0.09333
73713  2  1  -0.95333  -0.49333  -1.08000  -0.09333
73819  2  1  -0.95333  -0.49333  -1.09333  -0.09333
74040  2  1  -0.95333  -0.49333  -1.10000  -0.09333
74477  2  1  -0.95333  -0.49333  -1.10667  -0.09333
74588  2  3  -0.95333  -0.49333  -1.11333  -0.09333
76881  1  1  -0.26667  -1.00000  -0.02667  -0.02000
76995  1  1  -0.26667  -1.00000  -0.08000  -0.13333
77100  1  1  -0.26667  -1.00000  -0.16667  -0.28667
77213  1  1  -0.26667  -1.00000  -0.21333  -0.37333
77321  1  1  -0.26667  -1.00000  -0.22667  -0.42000
77432  1  1  -0.26667  -1.00000  -0.22667  -0.45333
77539  1  1  -0.26667  -1.00000  -0.22667  -0.46667
77649  1  1  -0.26667  -1.00000  -0.22667  -0.47333
77758  1  1  -0.26667  -1.00000  -0.22667  -0.48667
77977  1  1  -0.26667  -1.00000  -0.22667  -0.50667
78084  1  3  -0.26667  -1.00000  -0.20000  -0.48000
78527  3  1  0.78667  1.26000  -0.06000  -0.23333
78631  3  1  0.78667  1.26000  -0.03333  -1.04667
78743  3  1  0.78667  1.26000  0.00667  -1.34667
78849  3  1  0.78667  1.26000  0.02000  -1.45333
78959  3  1  0.78667  1.26000  0.02000  -1.48000
79071  3  1  0.78667  1.26000  0.02000  -1.48667
79178  3  3  0.78667  1.26000  0.02000  -1.48667
82134  4  1  0.47333  -1.08667  0.00000  -0.06667
82246  4  1  0.47333  -1.08667  0.10667  -0.31333
82351  4  1  0.47333  -1.08667  0.20000  -0.46667
82460  4  1  0.47333  -1.08667  0.24000  -0.55333
82571  4  1  0.47333  -1.08667  0.26000  -0.59333
82684  4  1  0.47333  -1.08667  0.27333  -0.61333
82787  4  1  0.47333  -1.08667  0.28000  -0.62667
82900  4  1  0.47333  -1.08667  0.28667  -0.64000
83338  4  1  0.47333  -1.08667  0.24667  -0.64667
83445  4  1  0.47333  -1.08667  0.12000  -0.60000
83555  4  1  0.47333  -1.08667  0.02667  -0.57333
83667  4  3  0.47333  -1.08667  -0.01333  -0.55333
87164  1  1  -1.00667  0.33333  -0.02667  0.00000
87274  1  1  -1.00667  0.33333  -0.30667  0.00000
87382  1  1  -1.00667  0.33333  -0.51333  0.00667
87491  1  1  -1.00667  0.33333  -0.62000  0.01333
87604  1  1  -1.00667  0.33333  -0.70000  0.04000
87710  1  1  -1.00667  0.33333  -0.75333  0.06000
87820  1  1  -1.00667  0.33333  -0.77333  0.06000
88367  1  3  -1.00667  0.33333  -0.77333  0.06000
88696  3  1  0.92667  -0.26667  0.02000  -0.10667
88806  3  1  0.92667  -0.26667  0.03333  -0.24667
88913  3  1  0.92667  -0.26667  -0.70000  -0.51333
89025  3  1  0.92667  -0.26667  -0.97333  -0.62000
89132  3  1  0.92667  -0.26667  -1.00000  -0.62667
89459  3  3  0.92667  -0.26667  -1.00000  -0.61333
92414  4  1  -0.94000  -0.69333  -0.10000  0.00667
92527  4  1  -0.94000  -0.69333  -0.47333  0.00667
92633  4  1  -0.94000  -0.69333  -0.87333  0.00667
92740  4  1  -0.94000  -0.69333  -1.06667  0.00667
92854  4  1  -0.94000  -0.69333  -1.16000  0.00667
92962  4  1  -0.94000  -0.69333  -1.24000  0.00667
93069  4  1  -0.94000  -0.69333  -1.26667  0.01333
93178  4  3  -0.94000  -0.69333  -1.26667  0.03333
97006  3  1  -0.30000  -1.12000  -0.02667  -0.07333
97115  3  1  -0.30000  -1.12000  -0.02667  -0.42667
97229  3  1  -0.30000  -1.12000  -0.02667  -0.61333
97338  3  1  -0.30000  -1.12000  -0.02667  -0.69333
97445  3  1  -0.30000  -1.12000  -0.02667  -0.75333
97553  3  1  -0.30000  -1.12000  -0.02000  -0.81333
97665  3  1  -0.30000  -1.12000  -0.00667  -0.86000
97774  3  3  -0.30000  -1.12000  0.02000  -0.68000
98318  1  1  0.55333  0.93333  0.14667  -0.72000
98430  1  1  0.55333  0.93333  0.32667  -1.44000
98540  1  1  0.55333  0.93333  0.34000  -1.53333
98648  1  1  0.55333  0.93333  0.34667  -1.56000
98758  1  1  0.55333  0.93333  0.34667  -1.56667
98979  1  1  0.55333  0.93333  0.34667  -1.57333
99086  1  1  0.55333  0.93333  0.34667  -1.58000
99745  1  3  0.55333  0.93333  0.34667  -1.58000
