t  x  y  th  vel  obstacle
113   1.00000  -1.00000  0  0.00000  0
269   1.00000  -1.00000  -179  0.04055  0
425   0.99392  -1.00000  -179  0.07578  0
581   0.98255  -1.00000  -179  0.10619  0
738   0.96662  -1.00000  -179  0.13225  0
894   0.94679  -1.00000  -179  0.15439  0
1050  0.92363  -1.00000  -179  0.17304  0
1206  0.89767  -1.00000  -179  0.18858  0
1363  0.86938  -1.00000  -179  0.20137  0
1519  0.83918  -1.00000  -179  0.21174  0
1675  0.80742  -1.00000  -179  0.22000  0
1831  0.77442  -1.00000  -179  0.22643  0
1988  0.74045  -1.00000  -179  0.23127  0
2144  0.70576  -1.00000  -179  0.23476  0
2300  0.67055  -1.00000  -179  0.23709  5
2456  0.63499  -1.00000  -179  0.23846  5
2613  0.59922  -1.00000  -179  0.23903  5
2769  0.56336  -1.00000  -179  0.23894  5
2925  0.52752  -1.00001  -179  0.23833  5
3082  0.49177  -1.00002  -179  0.23731  5
3238  0.45618  -1.00004  -179  0.23597  5
3394  0.42078  -1.00006  -179  0.23438  5
3550  0.38562  -1.00010  -179  0.23264  5
3707  0.35073  -1.00015  -179  0.23078  5
3863  0.31611  -1.00022  -179  0.22886  5
4019  0.28178  -1.00030  -179  0.22692  0
4175  0.24774  -1.00040  -179  0.22499  0
4332  0.21400  -1.00051  -179  0.22310  0
4488  0.18053  -1.00064  -179  0.22126  0
4644  0.14734  -1.00079  -179  0.21949  0
4800  0.11442  -1.00095  -179  0.21780  0
4957  0.08175  -1.00113  -179  0.21619  0
5113  0.04932  -1.00132  -179  0.21466  0
5269  0.01712  -1.00152  -179  0.21321  0
5425  -0.01486  -1.00172  -179  0.21183  0
5582  -0.04663  -1.00192  -179  0.21052  0
5738  -0.07821  -1.00212  -179  0.20927  0
5894  -0.10960  -1.00230  -179  0.20806  0
6050  -0.14080  -1.00246  -179  0.20688  0
6207  -0.17184  -1.00258  -179  0.20572  0
6363  -0.20269  -1.00267  -179  0.20456  0
6519  -0.23338  -1.00269  179  0.20338  0
6671  -0.26388  -1.00265  179  0.20216  0
6827  -0.29421  -1.00251  179  0.20088  0
6983  -0.32434  -1.00226  179  0.19953  6
7141  -0.35427  -1.00188  178  0.19808  6
7297  -0.38397  -1.00134  178  0.19651  6
7453  -0.41344  -1.00062  178  0.19480  6
7609  -0.44264  -0.99968  177  0.19293  6
7766  -0.47156  -0.99850  177  0.19088  6
7922  -0.50015  -0.99702  176  0.18864  6
8078  -0.52839  -0.99522  175  0.18618  6
8234  -0.55623  -0.99305  174  0.18351  6
8391  -0.58364  -0.99046  173  0.18062  6
8547  -0.61056  -0.98740  172  0.17750  6
8703  -0.63694  -0.98381  170  0.17417  6
8859  -0.66273  -0.97965  169  0.17065  6
9016  -0.68787  -0.97484  167  0.16697  6
9172  -0.71230  -0.96933  165  0.16318  6
9328  -0.73596  -0.96304  162  0.15935  6
9484  -0.75877  -0.95592  159  0.15557  0
9641  -0.78068  -0.94789  156  0.15194  0
9797  -0.80162  -0.93889  153  0.14860  0
9953  -0.82153  -0.92885  149  0.14570  0
10109  -0.84033  -0.91772  145  0.14340  0
10266  -0.85799  -0.90543  140  0.14185  0
10422  -0.87444  -0.89193  135  0.14120  0
10578  -0.88965  -0.87719  131  0.14153  0
10734  -0.90359  -0.86118  126  0.14282  0
10891  -0.91630  -0.84393  122  0.14493  0
11047  -0.92782  -0.82550  118  0.14769  0
11203  -0.93823  -0.80594  114  0.15095  0
11359  -0.94757  -0.78532  111  0.15454  0
11516  -0.95591  -0.76369  108  0.15832  0
11672  -0.96332  -0.74113  105  0.16217  0
11828  -0.96986  -0.71770  103  0.16599  0
11984  -0.97561  -0.69348  101  0.16971  0
12141  -0.98064  -0.66852  99  0.17327  0
12297  -0.98500  -0.64290  98  0.17663  0
12453  -0.98875  -0.61667  96  0.17976  0
12609  -0.99197  -0.58990  95  0.18264  0
12766  -0.99470  -0.56264  94  0.18528  0
12922  -0.99699  -0.53494  93  0.18767  0
13078  -0.99889  -0.50686  93  0.18983  0
13234  -1.00046  -0.47843  92  0.19176  0
13391  -1.00173  -0.44969  92  0.19348  0
13547  -1.00275  -0.42069  91  0.19500  0
13703  -1.00354  -0.39145  91  0.19635  0
13859  -1.00415  -0.36200  90  0.19753  0
14016  -1.00461  -0.33238  90  0.19855  0
14172  -1.00494  -0.30259  90  0.19944  0
14328  -1.00516  -0.27268  90  0.20021  0
14484  -1.00529  -0.24265  90  0.20086  0
14641  -1.00537  -0.21252  90  0.20141  0
14797  -1.00539  -0.18231  89  0.20187  1
14953  -1.00538  -0.15203  89  0.20225  1
15109  -1.00535  -0.12169  89  0.20255  1
15266  -1.00530  -0.09130  89  0.20278  1
15422  -1.00524  -0.06089  89  0.20295  1
15578  -1.00518  -0.03045  89  0.20305  1
15734  -1.00512  0.00001  89  0.20308  1
15891  -1.00506  0.03047  89  0.20305  1
16047  -1.00500  0.06093  89  0.20296  1
16203  -1.00494  0.09138  89  0.20280  1
16359  -1.00486  0.12180  89  0.20256  1
16516  -1.00477  0.15218  89  0.20224  1
16672  -1.00466  0.18252  89  0.20183  1
16828  -1.00451  0.21279  89  0.20133  0
16984  -1.00431  0.24299  89  0.20072  0
17141  -1.00404  0.27310  89  0.19999  0
17297  -1.00369  0.30309  89  0.19912  0
17453  -1.00324  0.33296  88  0.19811  0
17609  -1.00266  0.36267  88  0.19693  0
17766  -1.00192  0.39220  88  0.19559  0
17922  -1.00101  0.42152  87  0.19405  0
18078  -0.99988  0.45061  87  0.19230  0
18234  -0.99849  0.47942  86  0.19034  0
18391  -0.99682  0.50792  85  0.18815  0
18547  -0.99482  0.53607  85  0.18571  0
18703  -0.99244  0.56383  84  0.18304  0
18859  -0.98963  0.59114  83  0.18012  0
19016  -0.98634  0.61796  81  0.17697  0
19172  -0.98252  0.64422  80  0.17359  0
19331  -0.97810  0.66989  78  0.17002  0
19487  -0.97303  0.69488  76  0.16630  0
19643  -0.96724  0.71914  74  0.16248  0
19800  -0.96066  0.74261  71  0.15864  0
19956  -0.95322  0.76521  68  0.15488  0
20112  -0.94487  0.78689  65  0.15130  0
20268  -0.93553  0.80758  62  0.14806  0
20425  -0.92513  0.82720  58  0.14530  0
20586  -0.91363  0.84571  53  0.14318  0
20742  -0.90096  0.86306  49  0.14186  0
20898  -0.88708  0.87918  44  0.14145  0
21054  -0.87195  0.89406  39  0.14204  0
21211  -0.85556  0.90767  35  0.14356  0
21367  -0.83794  0.92005  30  0.14587  0
21523  -0.81915  0.93126  26  0.14878  0
21679  -0.79924  0.94135  23  0.15215  0
21836  -0.77829  0.95039  20  0.15580  0
21992  -0.75635  0.95845  17  0.15961  0
22148  -0.73350  0.96560  14  0.16346  0
22304  -0.70980  0.97189  12  0.16726  0
22461  -0.68533  0.97742  10  0.17093  0
22617  -0.66014  0.98223  9  0.17443  2
22773  -0.63431  0.98639  7  0.17772  2
22929  -0.60790  0.98997  6  0.18077  2
23086  -0.58095  0.99302  5  0.18358  2
23242  -0.55354  0.99560  4  0.18613  2
23398  -0.52570  0.99776  3  0.18845  2
23554  -0.49749  0.99955  2  0.19053  2
23711  -0.46895  1.00101  2  0.19239  2
23867  -0.44011  1.00219  1  0.19404  2
24023  -0.41102  1.00312  1  0.19551  2
24179  -0.38171  1.00385  1  0.19680  2
24336  -0.35219  1.00440  0  0.19792  2
24492  -0.32251  1.00481  0  0.19890  2
24648  -0.29267  1.00509  0  0.19975  0
24804  -0.26271  1.00528  0  0.20047  0
24961  -0.23264  1.00539  0  0.20109  0
25117  -0.20248  1.00544  0  0.20161  0
25273  -0.17223  1.00545  0  0.20205  0
25429  -0.14193  1.00543  0  0.20240  0
25586  -0.11157  1.00539  0  0.20268  0
25742  -0.08117  1.00534  0  0.20288  0
25898  -0.05073  1.00528  0  0.20303  0
26054  -0.02028  1.00522  0  0.20311  0
26211  0.01019  1.00516  0  0.20313  0
26367  0.04066  1.00510  0  0.20308  0
