t  x  y  th  vel  obstacle
484   1.00000  1.00000  0  0.00000  0
636   1.00000  1.00000  -89  0.04055  0
786   1.00000  0.99392  -89  0.07578  0
937   1.00000  0.98255  -89  0.10619  0
1088  1.00000  0.96662  -89  0.13225  0
1238  1.00000  0.94679  -89  0.15439  0
1389  1.00000  0.92363  -89  0.17304  0
1540  1.00000  0.89767  -89  0.18858  0
1691  1.00000  0.86938  -89  0.20137  0
1843  1.00000  0.83918  -89  0.21174  0
1993  1.00000  0.80742  -89  0.22000  0
2145  1.00000  0.77442  -89  0.22643  0
2294  1.00000  0.74045  -89  0.23127  0
2445  1.00000  0.70576  -89  0.23476  0
2595  1.00000  0.67055  -89  0.23709  0
2746  1.00000  0.63499  -89  0.23846  0
2898  1.00000  0.59922  -89  0.23903  0
3049  1.00000  0.56336  -89  0.23894  0
3200  1.00001  0.52752  -89  0.23833  0
3353  1.00002  0.49177  -89  0.23731  0
3504  1.00004  0.45618  -89  0.23597  0
3654  1.00006  0.42078  -89  0.23438  0
3806  1.00010  0.38562  -89  0.23264  0
3958  1.00015  0.35073  -89  0.23078  0
4109  1.00022  0.31611  -89  0.22886  0
4259  1.00030  0.28178  -89  0.22692  0
4409  1.00040  0.24774  -89  0.22499  0
4560  1.00051  0.21400  -89  0.22310  0
4710  1.00064  0.18053  -89  0.22126  0
4861  1.00079  0.14734  -89  0.21949  0
5011  1.00095  0.11442  -89  0.21780  0
5162  1.00113  0.08175  -89  0.21619  0
5312  1.00132  0.04932  -89  0.21466  0
5463  1.00152  0.01712  -89  0.21321  0
5613  1.00172  -0.01486  -89  0.21183  0
5763  1.00192  -0.04663  -89  0.21052  0
5914  1.00212  -0.07821  -89  0.20927  0
6066  1.00230  -0.10960  -89  0.20806  0
6216  1.00246  -0.14080  -89  0.20688  0
6367  1.00258  -0.17184  -89  0.20572  0
6519  1.00267  -0.20269  -89  0.20456  0
6670  1.00269  -0.23338  -90  0.20338  0
6821  1.00265  -0.26388  -85  0.19192  0
6973  1.00500  -0.29258  -80  0.18114  0
7123  1.00967  -0.31934  -74  0.17256  0
7274  1.01644  -0.34433  -69  0.16528  0
7425  1.02522  -0.36751  -63  0.16000  0
7575  1.03583  -0.38904  -58  0.15584  0
7726  1.04802  -0.40898  -54  0.15427  0
7878  1.06160  -0.42772  -50  0.15347  0
8030  1.07636  -0.44539  -46  0.15303  0
8181  1.09208  -0.46211  -43  0.15263  0
