t  x  y  th  vel  obstacle
270   -1.00000  1.00000  0  0.00000  0
421   -1.00000  1.00000  0  0.04055  0
573   -0.99392  1.00000  0  0.07578  0
724   -0.98255  1.00000  0  0.10619  0
874   -0.96662  1.00000  0  0.13225  0
1025  -0.94679  1.00000  0  0.15439  0
1176  -0.92363  1.00000  0  0.17304  0
1327  -0.89767  1.00000  0  0.18858  0
1478  -0.86938  1.00000  0  0.20137  0
1629  -0.83918  1.00000  0  0.21174  0
1781  -0.80742  1.00000  0  0.22000  0
1932  -0.77442  1.00000  0  0.22643  0
2084  -0.74045  1.00000  0  0.23127  0
2235  -0.70576  1.00000  0  0.23476  0
2385  -0.67055  1.00000  0  0.23709  0
2536  -0.63499  1.00000  0  0.23846  0
2686  -0.59922  1.00000  0  0.23903  0
2838  -0.56336  1.00000  0  0.23894  0
2989  -0.52752  1.00001  0  0.23833  0
3141  -0.49177  1.00002  0  0.23731  0
3291  -0.45618  1.00004  0  0.23597  0
3441  -0.42078  1.00006  -5  0.21831  0
3592  -0.38817  0.99708  -10  0.20369  0
3742  -0.35816  0.99137  -16  0.19234  0
3892  -0.33048  0.98320  -21  0.18396  2
4042  -0.30490  0.97287  -27  0.17810  2
4193  -0.28114  0.96066  -31  0.17422  2
4344  -0.25893  0.94688  -35  0.17177  0
4494  -0.23802  0.93183  -38  0.17024  0
4645  -0.21813  0.91581  -41  0.16920  0
4796  -0.19901  0.89912  -42  0.16834  0
4947  -0.18042  0.88204  -43  0.16748  0
5098  -0.16209  0.86485  -42  0.16652  0
5248  -0.14382  0.84782  -42  0.16551  0
5399  -0.12538  0.83120  -40  0.16454  0
5550  -0.10657  0.81522  -38  0.16378  0
5701  -0.08722  0.80008  -35  0.16345  0
5851  -0.06716  0.78598  -31  0.16374  0
6002  -0.04628  0.77306  -27  0.16484  0
6154  -0.02445  0.76145  -24  0.16688  0
6305  -0.00158  0.75125  -19  0.16990  0
6456  0.02237  0.74255  -15  0.17388  0
6606  0.04745  0.73538  -12  0.17873  0
6758  0.07366  0.72976  -8  0.18426  0
6910  0.10099  0.72567  -5  0.19025  0
7061  0.12941  0.72307  -2  0.19647  0
7213  0.15886  0.72190  0  0.20268  0
7364  0.18926  0.72211  2  0.20864  0
7515  0.22052  0.72360  4  0.21415  0
7666  0.25254  0.72624  6  0.21896  0
7817  0.28518  0.72983  7  0.22293  0
7968  0.31834  0.73420  8  0.22595  0
8120  0.35186  0.73922  9  0.22792  0
8270  0.38560  0.74471  9  0.22877  0
8421  0.41942  0.75051  9  0.22846  0
8572  0.45317  0.75645  9  0.22696  0
8724  0.48670  0.76234  9  0.22430  0
8875  0.51987  0.76801  9  0.22049  0
