t  ID  type  x  y  dx  dy
23186  4  1  -0.51333  0.94667  0.21333  -0.54667
23298  4  1  -0.51333  0.94667  0.42000  -1.20667
23408  4  3  -0.51333  0.94667  0.42000  -1.20667
27126  1  1  0.99333  -0.42667  -0.00667  0.00000
27236  1  1  0.99333  -0.42667  -0.12667  -0.04667
27345  1  1  0.99333  -0.42667  -0.83333  -0.08667
27453  1  1  0.99333  -0.42667  -1.86667  -0.10667
27562  1  3  0.99333  -0.42667  -1.98000  -0.10667
28220  3  1  -1.12000  0.74000  0.96667  -0.26667
28330  3  1  -1.12000  0.74000  2.44000  -0.60667
28436  3  3  -1.12000  0.74000  2.42000  -0.60667
31831  2  1  -1.02000  -0.54667  -0.11333  0.01333
31936  2  1  -1.02000  -0.54667  -0.42000  0.02000
32047  2  1  -1.02000  -0.54667  -1.07333  0.02000
32156  2  1  -1.02000  -0.54667  -1.21333  -0.01333
32265  2  3  -1.02000  -0.54667  -1.21333  -0.01333
32921  4  1  1.01333  0.36667  -0.04000  0.00667
33035  4  1  1.01333  0.36667  -2.86000  -0.34667
33140  4  1  1.01333  0.36667  -4.57333  -0.61333
33249  4  3  1.01333  0.36667  -4.57333  -0.61333
36968  1  1  -0.41333  -0.97333  -0.00667  0.46667
37079  1  1  -0.41333  -0.97333  0.28667  1.59333
37188  1  3  -0.41333  -0.97333  0.28667  1.60667
37736  3  1  0.46667  0.98667  0.08000  -0.18000
37843  3  1  0.46667  0.98667  0.24000  -1.93333
37956  3  1  0.46667  0.98667  0.18000  -2.32667
38064  3  3  0.46667  0.98667  0.18000  -2.31333
42221  2  1  -0.54667  1.00667  0.00000  0.05333
42330  2  1  -0.54667  1.00667  -0.02000  0.50000
42438  2  1  -0.54667  1.00667  -0.02000  0.82667
42547  2  3  -0.54667  1.00667  -0.02000  0.83333
43093  4  1  0.46000  -0.92000  0.00000  -0.14667
43202  4  1  0.46000  -0.92000  0.02000  -0.68667
43314  4  1  0.46000  -0.92000  0.11333  -0.88667
43422  4  3  0.46000  -0.92000  0.11333  -0.88667
46374  1  1  -1.00667  0.28667  -0.01333  0.01333
46483  1  1  -1.00667  0.28667  -0.53333  0.01333
46595  1  1  -1.00667  0.28667  -1.34000  -0.11333
46702  1  1  -1.00667  0.28667  -1.58667  -0.17333
46813  1  3  -1.00667  0.28667  -1.58667  -0.17333
47577  3  1  0.94000  -0.52667  0.88000  -0.06000
47688  3  1  0.94000  -0.52667  2.26000  -0.18000
47798  3  1  0.94000  -0.52667  2.32000  -0.18000
48017  3  3  0.94000  -0.52667  2.32000  -0.18000
52499  4  1  -1.00667  -0.54667  -0.19333  -0.02000
52613  4  1  -1.00667  -0.54667  -2.38667  -0.70000
52719  4  1  -1.00667  -0.54667  -2.88000  -1.06000
52828  4  3  -1.00667  -0.54667  -2.81333  -1.05333
53595  2  1  0.90000  0.34667  0.61333  0.00000
53704  2  1  0.90000  0.34667  1.83333  -0.31333
53811  2  3  0.90000  0.34667  1.83333  -0.31333
57534  3  1  -0.42000  -1.04000  -0.02667  0.03333
57641  3  1  -0.42000  -1.04000  -0.03333  0.06000
57752  3  1  -0.42000  -1.04000  -0.05333  0.40000
57859  3  1  -0.42000  -1.04000  -0.05333  1.08000
57970  3  1  -0.42000  -1.04000  -0.04667  1.48667
58082  3  3  -0.42000  -1.04000  -0.04667  1.70000
58518  1  1  0.60000  1.00000  0.26667  -1.23333
58625  1  1  0.60000  1.00000  0.29333  -2.27333
58735  1  3  0.60000  1.00000  0.29333  -2.26667
62019  2  1  0.64667  -0.94667  -0.08667  0.16000
62126  2  1  0.64667  -0.94667  -0.22667  0.59333
62237  2  1  0.64667  -0.94667  -0.30667  1.02667
62344  2  3  0.64667  -0.94667  -0.31333  1.28667
63438  4  1  -0.31333  0.87333  0.04667  -0.67333
63546  4  1  -0.31333  0.87333  0.20000  -2.82000
63656  4  3  -0.31333  0.87333  0.21333  -2.96667
66610  1  1  0.94667  -0.34667  0.00000  -0.01333
66718  1  1  0.94667  -0.34667  0.41333  -0.15333
66830  1  1  0.94667  -0.34667  1.11333  -0.21333
66937  1  1  0.94667  -0.34667  1.53333  -0.22000
67045  1  3  0.94667  -0.34667  1.53333  -0.22000
67814  3  1  -1.10000  0.48000  0.89333  -0.11333
67922  3  1  -1.10000  0.48000  1.92000  -0.26667
68032  3  3  -1.10000  0.48000  1.92000  -0.26667
71751  2  1  -1.02667  -0.65333  -0.34000  -0.06000
71862  2  1  -1.02667  -0.65333  -0.85333  -0.22000
71968  2  1  -1.02667  -0.65333  -0.99333  -0.28000
72081  2  1  -1.02667  -0.65333  -1.18000  -0.37333
72188  2  3  -1.02667  -0.65333  -1.23333  -0.40667
72953  4  1  0.72000  0.38667  0.94000  0.00000
73061  4  1  0.72000  0.38667  3.38667  -0.01333
73175  4  3  0.72000  0.38667  3.39333  -0.01333
77332  1  1  -0.45333  -1.01333  0.00000  0.01333
77436  1  1  -0.45333  -1.01333  -0.01333  0.65333
77551  1  1  -0.45333  -1.01333  -0.00667  1.59333
77655  1  3  -0.45333  -1.01333  0.01333  1.61333
78096  3  1  0.37333  0.95333  0.36667  -1.49333
78205  3  1  0.37333  0.95333  0.35333  -2.74667
78315  3  3  0.37333  0.95333  0.35333  -2.67333
82470  2  1  -0.48000  0.94000  0.00000  0.02667
82581  2  1  -0.48000  0.94000  0.04000  0.68667
82688  2  1  -0.48000  0.94000  0.04000  1.18667
82796  2  3  -0.48000  0.94000  0.02667  1.22667
83343  4  1  0.36667  -0.91333  0.17333  -0.44000
83457  4  1  0.36667  -0.91333  0.36000  -1.20667
83562  4  3  0.36667  -0.91333  0.38000  -1.34000
86845  1  1  -0.90000  0.30000  -0.05333  0.00000
86957  1  1  -0.90000  0.30000  -1.76667  -0.22667
87061  1  3  -0.90000  0.30000  -2.13333  -0.29333
87829  3  1  0.90667  -0.45333  0.83333  -0.13333
87938  3  1  0.90667  -0.45333  2.40667  -0.13333
88046  3  3  0.90667  -0.45333  2.52000  -0.13333
92640  4  1  -0.96667  -0.57333  -0.31333  -0.01333
92749  4  1  -0.96667  -0.57333  -1.32000  -0.16667
92861  4  1  -0.96667  -0.57333  -2.14000  -0.30000
92972  4  3  -0.96667  -0.57333  -2.14000  -0.30000
93406  2  1  0.66000  0.45333  0.03333  0.00000
93516  2  1  0.66000  0.45333  1.90667  -0.36667
93624  2  3  0.66000  0.45333  1.98667  -0.41333
97017  3  1  -0.32000  -1.05333  -0.00667  0.01333
97125  3  1  -0.32000  -1.05333  -0.04000  0.30000
97235  3  1  -0.32000  -1.05333  -0.02000  1.12000
97342  3  3  -0.32000  -1.05333  -0.01333  1.52000
97894  1  1  0.32000  0.99333  0.20000  -1.24667
98002  1  1  0.32000  0.99333  0.30667  -2.92667
98108  1  3  0.32000  0.99333  0.29333  -3.13333
