t  x  y  th  vel  obstacle
483   -1.00000  -1.00000  0  0.00000  0
634   -1.00000  -1.00000  89  0.04055  0
785   -1.00000  -0.99392  89  0.07578  0
935   -1.00000  -0.98255  89  0.10619  0
1086  -1.00000  -0.96662  89  0.13225  0
1236  -1.00000  -0.94679  89  0.15439  0
1387  -1.00000  -0.92363  89  0.17304  0
1538  -1.00000  -0.89767  89  0.18858  0
1689  -1.00000  -0.86938  89  0.20137  0
1841  -1.00000  -0.83918  89  0.21174  0
1991  -1.00000  -0.80742  89  0.22000  0
2146  -1.00000  -0.77442  89  0.22643  0
2295  -1.00000  -0.74045  89  0.23127  0
2445  -1.00000  -0.70576  89  0.23476  0
2595  -1.00000  -0.67055  89  0.23709  0
2746  -1.00000  -0.63499  90  0.23846  0
2898  -1.00000  -0.59922  90  0.23903  0
3049  -1.00000  -0.56336  90  0.23894  0
3200  -1.00001  -0.52752  90  0.23833  0
3351  -1.00002  -0.49177  90  0.23731  0
3502  -1.00004  -0.45618  90  0.23597  0
3652  -1.00006  -0.42078  90  0.23438  0
3803  -1.00010  -0.38562  90  0.23264  0
3955  -1.00015  -0.35073  90  0.23078  0
4106  -1.00022  -0.31611  90  0.22886  0
4256  -1.00030  -0.28178  90  0.22692  0
4407  -1.00040  -0.24774  90  0.22499  0
4558  -1.00051  -0.21400  90  0.22310  0
4710  -1.00064  -0.18053  90  0.22126  0
4861  -1.00079  -0.14734  90  0.21949  0
5011  -1.00095  -0.11442  90  0.21780  0
5162  -1.00113  -0.08175  90  0.21619  0
5312  -1.00132  -0.04932  90  0.21466  0
5463  -1.00152  -0.01712  90  0.21321  0
5613  -1.00172  0.01486  90  0.21183  0
5763  -1.00192  0.04663  90  0.21052  0
5914  -1.00212  0.07821  90  0.20927  0
6066  -1.00230  0.10960  90  0.20806  0
6216  -1.00246  0.14080  90  0.20688  0
6367  -1.00258  0.17184  90  0.20572  0
6519  -1.00267  0.20269  90  0.20456  0
6670  -1.00269  0.23338  89  0.20338  0
6821  -1.00265  0.26388  89  0.20216  0
6973  -1.00251  0.29421  89  0.20088  0
7123  -1.00226  0.32434  89  0.19953  0
7274  -1.00188  0.35427  88  0.19808  0
7425  -1.00134  0.38397  88  0.19651  0
7575  -1.00062  0.41344  88  0.19480  0
7726  -0.99968  0.44264  87  0.19293  0
7878  -0.99850  0.47156  87  0.19088  0
8030  -0.99702  0.50015  86  0.18864  0
8181  -0.99522  0.52839  85  0.18618  0
8332  -0.99305  0.55623  84  0.18351  0
