t  x  y  th  vel  obstacle
218   1.00000  1.00000  0  0.00000  0
370   1.00000  1.00000  -89  0.04055  0
521   1.00000  0.99392  -89  0.07578  0
673   1.00000  0.98255  -89  0.10619  0
825   1.00000  0.96662  -89  0.13225  0
976   1.00000  0.94679  -89  0.15439  0
1127  1.00000  0.92363  -89  0.17304  0
1281  1.00000  0.89767  -89  0.18858  0
1433  1.00000  0.86938  -89  0.20137  0
1584  1.00000  0.83918  -89  0.21174  0
1735  1.00000  0.80742  -89  0.22000  0
1887  1.00000  0.77442  -89  0.22643  0
2038  1.00000  0.74045  -89  0.23127  0
2189  1.00000  0.70576  -89  0.23476  0
2339  1.00000  0.67055  -89  0.23709  0
2491  1.00000  0.63499  -89  0.23846  0
2643  1.00000  0.59922  -89  0.23903  0
2794  1.00000  0.56336  -89  0.23894  0
2944  1.00001  0.52752  -89  0.23833  0
3094  1.00002  0.49177  -89  0.23731  0
3245  1.00004  0.45618  -89  0.23597  0
3395  1.00006  0.42078  -89  0.23438  0
3546  1.00010  0.38562  -89  0.23264  0
3696  1.00015  0.35073  -89  0.23078  0
3847  1.00022  0.31611  -89  0.22886  0
3997  1.00030  0.28178  -89  0.22692  0
4148  1.00040  0.24774  -89  0.22499  0
4299  1.00051  0.21400  -89  0.22310  0
4450  1.00064  0.18053  -89  0.22126  0
4601  1.00079  0.14734  -89  0.21949  0
4752  1.00095  0.11442  -89  0.21780  0
4901  1.00113  0.08175  -89  0.21619  0
5052  1.00132  0.04932  -89  0.21466  0
5203  1.00152  0.01712  -89  0.21321  0
5355  1.00172  -0.01486  -89  0.21183  0
5507  1.00192  -0.04663  -89  0.21052  0
5661  1.00212  -0.07821  -89  0.20927  0
5812  1.00230  -0.10960  -89  0.20806  0
5963  1.00246  -0.14080  -89  0.20688  0
6113  1.00258  -0.17184  -89  0.20572  0
6263  1.00267  -0.20269  -89  0.20456  0
6414  1.00269  -0.23338  -90  0.20338  0
6565  1.00265  -0.26388  -90  0.20216  0
6715  1.00251  -0.29421  -90  0.20088  0
6866  1.00226  -0.32434  -90  0.19953  0
7018  1.00188  -0.35427  -91  0.19808  0
7168  1.00134  -0.38397  -91  0.19651  0
7319  1.00062  -0.41344  -91  0.19480  0
7470  0.99968  -0.44264  -92  0.19293  0
7623  0.99850  -0.47156  -92  0.19088  0
7773  0.99702  -0.50015  -93  0.18864  0
7924  0.99522  -0.52839  -94  0.18618  0
8075  0.99305  -0.55623  -95  0.18351  0
8226  0.99046  -0.58364  -96  0.18062  0
8376  0.98740  -0.61056  -97  0.17750  0
8527  0.98381  -0.63694  -99  0.17417  0
8677  0.97965  -0.66273  -100  0.17065  0
8827  0.97484  -0.68787  -102  0.16697  2
8978  0.96933  -0.71230  -104  0.16318  2
9129  0.96304  -0.73596  -107  0.15935  0
9279  0.95592  -0.75877  -110  0.15557  0
9429  0.94789  -0.78068  -113  0.15194  0
9579  0.93889  -0.80162  -116  0.14860  0
9729  0.92885  -0.82153  -120  0.14570  0
9880  0.91772  -0.84033  -124  0.14340  0
10032  0.90543  -0.85799  -129  0.14185  0
10183  0.89193  -0.87444  -134  0.14120  0
10333  0.87719  -0.88965  -138  0.14153  0
10485  0.86118  -0.90359  -143  0.14282  0
10636  0.84393  -0.91630  -147  0.14493  0
10788  0.82550  -0.92782  -151  0.14769  0
10939  0.80594  -0.93823  -155  0.15095  0
11089  0.78532  -0.94757  -158  0.15454  0
11241  0.76369  -0.95591  -161  0.15832  0
11396  0.74113  -0.96332  -164  0.16217  0
11547  0.71770  -0.96986  -166  0.16599  0
11697  0.69348  -0.97561  -168  0.16971  0
11848  0.66852  -0.98064  -170  0.17327  0
11999  0.64290  -0.98500  -171  0.17663  0
12151  0.61667  -0.98875  -173  0.17976  0
12302  0.58990  -0.99197  -174  0.18264  0
12453  0.56264  -0.99470  -175  0.18528  0
12604  0.53494  -0.99699  -176  0.18767  0
12754  0.50686  -0.99889  -176  0.18983  0
12904  0.47843  -1.00046  -177  0.19176  0
13055  0.44969  -1.00173  -177  0.19348  0
13205  0.42069  -1.00275  -178  0.19500  0
13356  0.39145  -1.00354  -178  0.19635  0
13506  0.36200  -1.00415  -179  0.19753  0
13657  0.33238  -1.00461  -179  0.19855  0
13808  0.30259  -1.00494  -179  0.19944  0
13959  0.27268  -1.00516  -179  0.20021  0
14109  0.24265  -1.00529  -179  0.20086  0
14259  0.21252  -1.00537  -179  0.20141  0
14411  0.18231  -1.00539  179  0.20187  0
14562  0.15203  -1.00538  179  0.20225  0
14712  0.12169  -1.00535  179  0.20255  0
14864  0.09130  -1.00530  179  0.20278  0
15015  0.06089  -1.00524  179  0.20295  0
15166  0.03045  -1.00518  179  0.20305  0
15317  -0.00001  -1.00512  179  0.20308  0
15469  -0.03047  -1.00506  179  0.20305  0
15620  -0.06093  -1.00500  179  0.20296  0
15771  -0.09138  -1.00494  179  0.20280  0
15922  -0.12180  -1.00486  179  0.20256  0
16072  -0.15218  -1.00477  179  0.20224  0
16223  -0.18252  -1.00466  179  0.20183  0
16375  -0.21279  -1.00451  179  0.20133  0
16525  -0.24299  -1.00431  179  0.20072  0
16677  -0.27310  -1.00404  179  0.19999  0
16829  -0.30309  -1.00369  179  0.19912  0
16980  -0.33296  -1.00324  178  0.19811  0
17130  -0.36267  -1.00266  -175  0.18715  0
17281  -0.39067  -1.00469  -170  0.17726  0
17433  -0.41687  -1.00919  -164  0.16980  0
17584  -0.44146  -1.01584  -159  0.16431  0
17734  -0.46460  -1.02432  -155  0.16026  0
17884  -0.48647  -1.03430  -151  0.15710  0
18035  -0.50724  -1.04542  -148  0.15435  0
18186  -0.52708  -1.05736  -146  0.15159  0
18337  -0.54615  -1.06975  -145  0.14853  0
18487  -0.56457  -1.08228  -145  0.14498  0
18638  -0.58249  -1.09460  -146  0.14084  0
18790  -0.60002  -1.10639  -147  0.13614  0
18941  -0.61725  -1.11735  -149  0.13100  0
19092  -0.63427  -1.12718  -153  0.12562  0
19243  -0.65112  -1.13561  -157  0.12031  0
19395  -0.66785  -1.14238  -163  0.11547  0
19546  -0.68446  -1.14727  -170  0.11157  0
19697  -0.70096  -1.15008  -178  0.10911  0
19869  -0.71732  -1.15063  173  0.10854  0
20019  -0.73349  -1.14877  164  0.11019  0
20170  -0.74943  -1.14439  155  0.11417  0
20321  -0.76507  -1.13741  147  0.12035  0
20472  -0.78033  -1.12777  140  0.12846  0
20622  -0.79515  -1.11545  133  0.13806  0
20773  -0.80948  -1.10050  128  0.14866  0
20923  -0.82329  -1.08299  123  0.15976  0
21075  -0.83655  -1.06303  119  0.17099  0
21224  -0.84924  -1.04074  116  0.18203  0
21375  -0.86133  -1.01626  113  0.19264  0
21527  -0.87282  -0.98975  110  0.20264  0
21677  -0.88369  -0.96136  108  0.21189  0
21827  -0.89394  -0.93128  106  0.22032  0
21978  -0.90358  -0.89966  105  0.22788  0
22129  -0.91260  -0.86669  103  0.23453  0
22278  -0.92102  -0.83254  102  0.24028  0
22428  -0.92885  -0.79736  101  0.24514  0
22579  -0.93611  -0.76131  100  0.24916  0
22730  -0.94282  -0.72454  99  0.25237  0
22882  -0.94900  -0.68719  98  0.25483  0
23033  -0.95467  -0.64939  97  0.25661  0
23183  -0.95986  -0.61125  97  0.25775  0
23333  -0.96460  -0.57288  96  0.25833  0
23485  -0.96892  -0.53437  95  0.25841  0
23635  -0.97285  -0.49581  95  0.25804  0
23785  -0.97640  -0.45727  94  0.25728  0
23936  -0.97962  -0.41881  94  0.25619  0
24087  -0.98253  -0.38050  93  0.25481  0
24238  -0.98515  -0.34236  93  0.25321  0
24388  -0.98751  -0.30446  93  0.25141  0
24538  -0.98963  -0.26680  92  0.24946  0
24688  -0.99153  -0.22943  92  0.24739  0
24839  -0.99324  -0.19236  92  0.24523  0
24989  -0.99477  -0.15561  92  0.24302  0
25139  -0.99613  -0.11918  91  0.24076  0
25289  -0.99735  -0.08309  91  0.23848  0
25439  -0.99844  -0.04733  91  0.23620  0
25590  -0.99940  -0.01192  91  0.23392  0
25740  -1.00025  0.02316  91  0.23165  0
25890  -1.00098  0.05790  91  0.22939  0
26041  -1.00161  0.09230  90  0.22714  0
26192  -1.00213  0.12637  90  0.22491  0
26343  -1.00255  0.16010  90  0.22268  0
26493  -1.00285  0.19350  90  0.22044  0
26644  -1.00304  0.22657  90  0.21820  0
26793  -1.00310  0.25930  89  0.21592  0
26944  -1.00302  0.29169  93  0.20881  0
27094  -1.00488  0.32295  98  0.19834  0
27244  -1.00911  0.35240  102  0.19007  0
27395  -1.01540  0.38021  106  0.18358  0
27545  -1.02341  0.40656  110  0.17844  0
27695  -1.03281  0.43161  113  0.17420  0
27846  -1.04328  0.45556  115  0.17045  0
27996  -1.05447  0.47855  117  0.16686  0
28148  -1.06605  0.50073  118  0.16318  0
28300  -1.07770  0.52226  118  0.15927  0
28451  -1.08911  0.54325  117  0.15504  0
28601  -1.09997  0.56382  116  0.15052  0
28753  -1.10999  0.58405  114  0.14580  0
28904  -1.11892  0.60401  111  0.14103  0
29055  -1.12651  0.62376  107  0.13643  0
29207  -1.13252  0.64332  102  0.13228  0
29358  -1.13677  0.66270  96  0.12886  0
29510  -1.13907  0.68189  90  0.12647  0
29661  -1.13927  0.70086  83  0.12538  0
29810  -1.13725  0.71956  76  0.12581  0
29964  -1.13291  0.73793  69  0.12787  0
30115  -1.12618  0.75589  62  0.13157  0
30265  -1.11701  0.77336  55  0.13680  0
30417  -1.10537  0.79026  49  0.14340  0
