t  x  y  th  vel  obstacle
368   -1.00000  1.00000  0  0.00000  0
519   -1.00000  1.00000  0  0.04055  0
671   -0.99392  1.00000  0  0.07578  0
821   -0.98255  1.00000  0  0.10619  0
973   -0.96662  1.00000  0  0.13225  0
1124  -0.94679  1.00000  0  0.15439  0
1275  -0.92363  1.00000  0  0.17304  0
1426  -0.89767  1.00000  0  0.18858  0
1577  -0.86938  1.00000  0  0.20137  0
1727  -0.83918  1.00000  0  0.21174  0
1877  -0.80742  1.00000  0  0.22000  0
2027  -0.77442  1.00000  0  0.22643  0
2178  -0.74045  1.00000  0  0.23127  0
2328  -0.70576  1.00000  0  0.23476  0
2478  -0.67055  1.00000  0  0.23709  0
2634  -0.63499  1.00000  0  0.23846  0
2784  -0.59922  1.00000  -1  0.24088  0
2935  -0.56310  0.99899  -4  0.23670  0
3086  -0.52769  0.99643  -6  0.23263  0
3237  -0.49302  0.99243  -9  0.22845  0
3388  -0.45919  0.98700  -11  0.22490  0
3539  -0.42613  0.98029  -13  0.22221  0
3689  -0.39373  0.97246  -15  0.22016  0
3840  -0.36189  0.96370  -16  0.21876  0
3991  -0.33048  0.95421  -17  0.21797  0
4141  -0.29936  0.94418  -18  0.21738  0
4291  -0.26847  0.93373  -19  0.21694  0
4441  -0.23776  0.92297  -19  0.21681  0
4591  -0.20713  0.91204  -19  0.21673  0
4742  -0.17654  0.90104  -13  0.21407  0
4893  -0.14531  0.89357  -8  0.21368  0
5043  -0.11358  0.88908  -3  0.21458  0
5194  -0.08145  0.88709  0  0.21609  0
5344  -0.04904  0.88715  3  0.21773  0
5495  -0.01642  0.88889  5  0.21920  0
5645  0.01631  0.89195  7  0.22033  0
5796  0.04911  0.89605  8  0.22104  0
5946  0.08190  0.90092  9  0.22130  0
6097  0.11465  0.90635  10  0.22111  0
6248  0.14731  0.91213  10  0.22050  0
6398  0.17984  0.91811  10  0.21951  0
6548  0.21221  0.92414  10  0.21818  0
6698  0.24439  0.93009  10  0.21655  0
6848  0.27636  0.93587  9  0.21464  0
6999  0.30808  0.94139  9  0.21250  0
7150  0.33953  0.94657  8  0.21013  0
7301  0.37068  0.95134  7  0.20757  0
7452  0.40152  0.95565  7  0.20482  0
7603  0.43201  0.95944  6  0.20189  0
7753  0.46212  0.96268  5  0.19878  0
7904  0.49182  0.96531  3  0.19550  0
8054  0.52107  0.96730  2  0.19204  0
8205  0.54985  0.96861  1  0.18840  0
8356  0.57810  0.96920  0  0.18459  0
8507  0.60579  0.96903  -2  0.18062  0
8658  0.63287  0.96806  -3  0.17650  0
8808  0.65928  0.96624  -6  0.17226  0
8959  0.68498  0.96353  -8  0.16792  0
9110  0.70990  0.95988  -10  0.16355  0
9260  0.73399  0.95525  -13  0.15920  0
9410  0.75719  0.94958  -16  0.15497  0
9560  0.77943  0.94283  -20  0.15098  0
9712  0.80066  0.93494  -24  0.14735  0
9861  0.82081  0.92586  -28  0.14424  0
10011  0.83983  0.91554  -33  0.14180  0
10161  0.85766  0.90395  -37  0.14019  0
10313  0.87426  0.89104  -42  0.13955  0
10464  0.88959  0.87679  -48  0.13997  0
10614  0.90364  0.86118  -52  0.14139  0
10765  0.91643  0.84427  -57  0.14368  0
10915  0.92802  0.82610  -61  0.14665  0
11065  0.93848  0.80674  -65  0.15011  0
11216  0.94785  0.78627  -68  0.15390  0
11366  0.95622  0.76476  -71  0.15787  0
11517  0.96364  0.74227  -74  0.16189  0
11669  0.97020  0.71889  -76  0.16587  0
11820  0.97595  0.69468  -78  0.16971  0
11971  0.98097  0.66972  -80  0.17338  0
12122  0.98533  0.64408  -81  0.17683  0
12272  0.98907  0.61783  -83  0.18003  0
12423  0.99227  0.59101  -84  0.18297  0
12574  0.99499  0.56370  -85  0.18564  0
12725  0.99726  0.53595  -86  0.18806  0
12876  0.99915  0.50780  -86  0.19023  0
13028  1.00070  0.47931  -87  0.19217  0
13179  1.00195  0.45051  -88  0.19390  0
13331  1.00295  0.42144  -88  0.19542  0
13482  1.00373  0.39214  -88  0.19675  0
13634  1.00432  0.36263  -89  0.19791  0
13784  1.00476  0.33295  -89  0.19892  2
13935  1.00507  0.30311  -89  0.19979  2
14085  1.00528  0.27315  -89  0.20054  2
14236  1.00541  0.24307  -89  0.20117  0
14386  1.00547  0.21289  -89  0.20170  0
14536  1.00548  0.18264  -90  0.20214  0
14686  1.00546  0.15231  -90  0.20249  0
14837  1.00542  0.12194  -90  0.20277  0
14987  1.00536  0.09152  -90  0.20298  0
15138  1.00529  0.06108  -90  0.20313  0
15289  1.00523  0.03061  -90  0.20321  0
15439  1.00516  0.00013  -90  0.20323  0
15590  1.00509  -0.03036  -90  0.20318  0
15742  1.00503  -0.06084  -90  0.20307  0
15893  1.00496  -0.09130  -90  0.20290  0
16044  1.00488  -0.12173  -90  0.20265  0
16194  1.00479  -0.15213  -90  0.20232  0
16344  1.00467  -0.18248  -90  0.20190  0
16496  1.00451  -0.21276  -90  0.20139  0
16647  1.00431  -0.24297  -90  0.20077  0
16798  1.00404  -0.27308  -90  0.20003  0
16949  1.00369  -0.30308  -90  0.19915  0
17102  1.00324  -0.33295  -91  0.19814  0
17253  1.00266  -0.36267  -91  0.19696  0
17404  1.00192  -0.39220  -91  0.19560  0
17554  1.00100  -0.42153  -92  0.19406  0
17705  0.99987  -0.45061  -92  0.19231  0
